Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),SO2,PM25
03/15/2014,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
03/16/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/17/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/18/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/19/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/20/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/21/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/22/2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
03/23/2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
03/24/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
03/25/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/26/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/27/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/28/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/29/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/30/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/31/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04-01-2014,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
04-02-2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
04-03-2014,7,SO2,Bayview Ferry,37-013-0151,AQS,7,.
04-04-2014,24,SO2,Bayview Ferry,37-013-0151,AQS,24,.
04-05-2014,29,SO2,Bayview Ferry,37-013-0151,AQS,29,.
04-06-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04-07-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04-08-2014,7,SO2,Bayview Ferry,37-013-0151,AQS,7,.
04-09-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04-10-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04-11-2014,23,SO2,Bayview Ferry,37-013-0151,AQS,23,.
04-12-2014,21,SO2,Bayview Ferry,37-013-0151,AQS,21,.
04/13/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/14/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/15/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/16/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/17/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/18/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/19/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/20/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/21/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/22/2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
04/23/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/24/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/25/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/26/2014,33,SO2,Bayview Ferry,37-013-0151,AQS,33,.
04/27/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/28/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/29/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04/30/2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
05-01-2014,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
05-02-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05-03-2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
05-04-2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
05-05-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05-06-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05-07-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05-08-2014,7,SO2,Bayview Ferry,37-013-0151,AQS,7,.
05-09-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05-10-2014,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
05-11-2014,20,SO2,Bayview Ferry,37-013-0151,AQS,20,.
05-12-2014,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
05/13/2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
05/14/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05/15/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05/16/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05/17/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05/18/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
05/19/2014,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
05/20/2014,90,SO2,Bayview Ferry,37-013-0151,AQS,90,.
05/21/2014,19,SO2,Bayview Ferry,37-013-0151,AQS,19,.
05/22/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
05/23/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05/24/2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
05/25/2014,23,SO2,Bayview Ferry,37-013-0151,AQS,23,.
05/26/2014,23,SO2,Bayview Ferry,37-013-0151,AQS,23,.
05/27/2014,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
05/28/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05/29/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05/30/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
05/31/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06-01-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06-02-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06-03-2014,11,SO2,Bayview Ferry,37-013-0151,AQS,11,.
06-04-2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
06-05-2014,14,SO2,Bayview Ferry,37-013-0151,AQS,14,.
06-07-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06-08-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
06-09-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06-10-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06-11-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06-12-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06/13/2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
06/14/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06/15/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06/16/2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
06/17/2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
06/18/2014,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
06/19/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06/20/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06/21/2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
06/22/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06/23/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06/24/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06/25/2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
06/26/2014,17,SO2,Bayview Ferry,37-013-0151,AQS,17,.
06/27/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
06/28/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06/29/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
06/30/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07-01-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
07-02-2014,27,SO2,Bayview Ferry,37-013-0151,AQS,27,.
07-03-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07-05-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07-06-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07-07-2014,9,SO2,Bayview Ferry,37-013-0151,AQS,9,.
07-08-2014,20,SO2,Bayview Ferry,37-013-0151,AQS,20,.
07-09-2014,11,SO2,Bayview Ferry,37-013-0151,AQS,11,.
07-10-2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
07-11-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
07-12-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07/13/2014,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
07/14/2014,9,SO2,Bayview Ferry,37-013-0151,AQS,9,.
07/15/2014,24,SO2,Bayview Ferry,37-013-0151,AQS,24,.
07/16/2014,9,SO2,Bayview Ferry,37-013-0151,AQS,9,.
07/17/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07/18/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07/19/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07/20/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07/21/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07/22/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07/23/2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
07/24/2014,11,SO2,Bayview Ferry,37-013-0151,AQS,11,.
07/25/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07/26/2014,9,SO2,Bayview Ferry,37-013-0151,AQS,9,.
07/27/2014,7,SO2,Bayview Ferry,37-013-0151,AQS,7,.
07/28/2014,14,SO2,Bayview Ferry,37-013-0151,AQS,14,.
07/29/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07/30/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
07/31/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08-01-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08-02-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08-03-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08-04-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
08-05-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08-06-2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
08-07-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08-08-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08-09-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08-10-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08-11-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08-12-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/13/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/14/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/15/2014,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
08/16/2014,30,SO2,Bayview Ferry,37-013-0151,AQS,30,.
08/17/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/18/2014,13,SO2,Bayview Ferry,37-013-0151,AQS,13,.
08/19/2014,7,SO2,Bayview Ferry,37-013-0151,AQS,7,.
08/20/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
08/21/2014,14,SO2,Bayview Ferry,37-013-0151,AQS,14,.
08/22/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/23/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/24/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/25/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/26/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/27/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/28/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/29/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/30/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
08/31/2014,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
09-01-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
09-02-2014,26,SO2,Bayview Ferry,37-013-0151,AQS,26,.
09-03-2014,13,SO2,Bayview Ferry,37-013-0151,AQS,13,.
09-04-2014,11,SO2,Bayview Ferry,37-013-0151,AQS,11,.
09-05-2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
09-06-2014,29,SO2,Bayview Ferry,37-013-0151,AQS,29,.
09-10-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09-11-2014,20,SO2,Bayview Ferry,37-013-0151,AQS,20,.
09-12-2014,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
09/13/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
09/14/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/15/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/16/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
09/17/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/18/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/19/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/20/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/21/2014,33,SO2,Bayview Ferry,37-013-0151,AQS,33,.
09/22/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/23/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/24/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/25/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/26/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/27/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/28/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/29/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
09/30/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10-01-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10-02-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10-03-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10-04-2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
10-05-2014,13,SO2,Bayview Ferry,37-013-0151,AQS,13,.
10-06-2014,14,SO2,Bayview Ferry,37-013-0151,AQS,14,.
10-07-2014,11,SO2,Bayview Ferry,37-013-0151,AQS,11,.
10-08-2014,24,SO2,Bayview Ferry,37-013-0151,AQS,24,.
10-09-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
10-10-2014,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
10-11-2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
10-12-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/13/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/14/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/15/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
10/16/2014,23,SO2,Bayview Ferry,37-013-0151,AQS,23,.
10/17/2014,31,SO2,Bayview Ferry,37-013-0151,AQS,31,.
10/18/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/19/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/20/2014,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
10/21/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/22/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/23/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/24/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/25/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
10/26/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/27/2014,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
10/28/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/29/2014,17,SO2,Bayview Ferry,37-013-0151,AQS,17,.
10/30/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
10/31/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11-01-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11-02-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11-03-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
11-04-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
11-05-2014,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
11-06-2014,14,SO2,Bayview Ferry,37-013-0151,AQS,14,.
11-07-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11-08-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
11-09-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11-10-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11-11-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11-12-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11/13/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11/14/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
11/15/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
11/16/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11/17/2014,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
11/18/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
11/19/2014,20,SO2,Bayview Ferry,37-013-0151,AQS,20,.
11/20/2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
11/21/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
11/22/2014,16,SO2,Bayview Ferry,37-013-0151,AQS,16,.
11/23/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11/24/2014,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
11/25/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
11/26/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11/27/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11/28/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
11/29/2014,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
11/30/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12-01-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12-02-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12-03-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12-04-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12-05-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12-06-2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
12-07-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12-08-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12-09-2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12-10-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12-11-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12-12-2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12/13/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12/14/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12/15/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12/16/2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
12/17/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12/18/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12/19/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12/20/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12/21/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12/22/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12/23/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12/24/2014,11,SO2,Bayview Ferry,37-013-0151,AQS,11,.
12/25/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12/26/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12/27/2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
12/28/2014,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
12/29/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12/30/2014,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
12/31/2014,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
01-01-2015,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
01-02-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01-03-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
01-04-2015,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
01-05-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
01-06-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01-07-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01-08-2015,14,SO2,Bayview Ferry,37-013-0151,AQS,14,.
01-10-2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
01-11-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01-12-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
01/13/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01/14/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
01/15/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
01/16/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01/17/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01/18/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01/19/2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
01/20/2015,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
01/21/2015,9,SO2,Bayview Ferry,37-013-0151,AQS,9,.
01/22/2015,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
01/23/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01/24/2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
01/25/2015,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
01/26/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01/27/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
01/28/2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
01/29/2015,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
01/30/2015,11,SO2,Bayview Ferry,37-013-0151,AQS,11,.
01/31/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02-01-2015,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
02-02-2015,13,SO2,Bayview Ferry,37-013-0151,AQS,13,.
02-03-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02-04-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02-05-2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
02-06-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02-07-2015,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
02-08-2015,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
02-09-2015,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
02-10-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02-11-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02-12-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02/13/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02/14/2015,19,SO2,Bayview Ferry,37-013-0151,AQS,19,.
02/15/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02/16/2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
02/17/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02/18/2015,6,SO2,Bayview Ferry,37-013-0151,AQS,6,.
02/19/2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
02/20/2015,4,SO2,Bayview Ferry,37-013-0151,AQS,4,.
02/21/2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
02/22/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02/23/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02/24/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
02/25/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
02/26/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
02/27/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
02/28/2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
03-01-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03-02-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03-03-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
03-04-2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
03-05-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03-06-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03-07-2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
03-08-2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
03-09-2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
03-10-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03-11-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03-12-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/13/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/14/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
03/15/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/16/2015,3,SO2,Bayview Ferry,37-013-0151,AQS,3,.
03/17/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/18/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
03/19/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
03/20/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/21/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
03/22/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
03/23/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/26/2015,1,SO2,Bayview Ferry,37-013-0151,AQS,1,.
03/27/2015,7,SO2,Bayview Ferry,37-013-0151,AQS,7,.
03/28/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/29/2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
03/30/2015,10,SO2,Bayview Ferry,37-013-0151,AQS,10,.
03/31/2015,27,SO2,Bayview Ferry,37-013-0151,AQS,27,.
04-01-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
04-02-2015,0,SO2,Bayview Ferry,37-013-0151,AQS,0,.
