Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2,,
02/14/2015,58,Ozone,West Los Angeles,06-037-0113,AQS,19,58,6,18,55,51,,
02/15/2015,93,Ozone,Pomona,06-037-1701,AQS,18,93,4,21,65,46,,
02/16/2015,101,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,15,90,4,35,101,43,,
02/17/2015,110,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,64,3,48,110,38,,
02/18/2015,127,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,50,7,54,127,41,,
02/19/2015,152,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,9,71,4,56,152,42,,
02/20/2015,130,PM2.5,Reseda,06-037-1201,AQS,8,49,0,52,130,41,,
02/21/2015,80,PM2.5,Reseda,06-037-1201,AQS,13,47,0,27,80,36,,
02/22/2015,60,PM2.5,Reseda,06-037-1201,AQS,6,42,1,12,60,27,,
02/23/2015,50,PM2.5,Reseda,06-037-1201,AQS,9,37,0,18,50,42,,
02/24/2015,43,Ozone,Santa Clarita,06-037-6012,AQS,14,43,1,14,41,40,,
02/25/2015,60,PM2.5,Reseda,06-037-1201,AQS,14,40,4,22,60,43,,
02/26/2015,71,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,16,45,3,27,71,43,,
02/27/2015,66,PM2.5,Reseda,06-037-1201,AQS,10,41,1,30,66,36,,
02/28/2015,42,Ozone,Los Angeles-North Main Street,06-037-1103,AQS,6,42,1,9,40,25,,
03-01-2015,48,PM2.5,Reseda,06-037-1201,AQS,6,38,0,6,48,19,,
03-02-2015,56,PM2.5,Reseda,06-037-1201,AQS,9,42,1,6,56,33,,
03-03-2015,54,PM2.5,Reseda,06-037-1201,AQS,10,42,6,8,54,35,,
03-04-2015,50,PM2.5,Reseda,06-037-1201,AQS,13,47,4,11,50,44,,
03-05-2015,54,NO2,Los Angeles-North Main Street,06-037-1103,AQS,14,48,6,12,45,54,,
03-06-2015,54,NO2,Long Beach (Hudson),06-037-4006,AQS,14,46,3,16,51,54,,
03-07-2015,60,PM2.5,Long Beach-Route 710 Near Road,06-037-4008,AQS,23,54,6,33,60,51,,
03-08-2015,71,Ozone,Pomona,06-037-1701,AQS,17,71,3,22,63,42,,
03-09-2015,91,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,10,74,1,45,91,43,,
03-10-2015,115,Ozone,Lancaster-Division Street,06-037-9033,AQS,14,115,3,30,114,65,,
03-11-2015,83,PM2.5,Long Beach (South),06-037-4004,AQS,14,46,3,32,83,65,,
03-12-2015,60,NO2,Long Beach (Hudson),06-037-4006,AQS,15,49,3,19,58,60,,
03/13/2015,61,NO2,Long Beach (Hudson),06-037-4006,AQS,27,50,4,44,55,61,,
03/14/2015,84,Ozone,Los Angeles-North Main Street,06-037-1103,AQS,14,84,4,16,45,50,,
03/15/2015,93,Ozone,Los Angeles-North Main Street,06-037-1103,AQS,14,93,6,14,48,51,,
03/16/2015,100,Ozone,West Los Angeles,06-037-0113,AQS,19,100,13,21,55,60,,
03/17/2015,87,Ozone,West Los Angeles,06-037-0113,AQS,13,87,4,26,61,51,,
03/18/2015,74,PM2.5,Reseda,06-037-1201,AQS,7,48,1,31,74,27,,
03/19/2015,125,PM2.5,Long Beach-Route 710 Near Road,06-037-4008,AQS,8,64,3,34,125,39,,
03/20/2015,114,PM2.5,Long Beach (South),06-037-4004,AQS,8,80,3,43,114,32,,
03/21/2015,100,Ozone,Santa Clarita,06-037-6012,AQS,7,100,1,44,91,32,,
03/22/2015,74,PM2.5,Reseda,06-037-1201,AQS,5,64,3,33,74,22,,
03/23/2015,58,PM2.5,Glendora,06-037-0016,AQS,7,46,1,24,58,30,,
03/24/2015,51,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,47,1,27,51,39,,
03/25/2015,60,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,9,54,4,34,60,49,,
03/26/2015,62,NO2,LAX Hastings,06-037-5005,AQS,16,58,6,16,48,62,,
03/27/2015,90,Ozone,Los Angeles-North Main Street,06-037-1103,AQS,11,90,4,19,55,51,,
03/28/2015,77,Ozone,Santa Clarita,06-037-6012,AQS,14,77,4,26,56,46,,
03/29/2015,80,Ozone,Glendora,06-037-0016,AQS,11,80,4,29,62,37,,
03/30/2015,112,Ozone,Santa Clarita,06-037-6012,AQS,11,112,6,40,82,36,,
03/31/2015,97,Ozone,Santa Clarita,06-037-6012,AQS,11,97,3,49,77,38,,
04-01-2015,77,Ozone,Santa Clarita,06-037-6012,AQS,8,77,3,41,73,32,,
04-02-2015,80,Ozone,Pomona,06-037-1701,AQS,8,80,3,38,63,49,,
04-03-2015,80,PM2.5,Long Beach-Route 710 Near Road,06-037-4008,AQS,9,80,1,55,80,64,,
04-04-2015,134,PM2.5,Long Beach-Route 710 Near Road,06-037-4008,AQS,18,112,9,25,134,56,,
04-05-2015,87,Ozone,Santa Clarita,06-037-6012,AQS,9,87,1,27,62,30,,
04-06-2015,58,Ozone,Pomona,06-037-1701,AQS,6,58,1,24,43,38,,
04-07-2015,46,Ozone,Pomona,06-037-1701,AQS,7,46,1,17,38,42,,
04-08-2015,49,Ozone,Santa Clarita,06-037-6012,AQS,9,49,1,13,38,46,,
04-09-2015,74,Ozone,Reseda,06-037-1201,AQS,11,74,9,20,51,47,,
04-10-2015,105,Ozone,Reseda,06-037-1201,AQS,10,105,6,25,62,39,,
04-11-2015,112,Ozone,Reseda,06-037-1201,AQS,9,112,11,26,62,39,,
04-12-2015,136,Ozone,Santa Clarita,06-037-6012,AQS,7,136,4,30,57,26,,
04/13/2015,112,Ozone,Santa Clarita,06-037-6012,AQS,8,112,4,37,78,41,,
04/14/2015,77,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,5,71,3,39,77,43,,
04/15/2015,84,Ozone,Pomona,06-037-1701,AQS,9,84,1,47,63,61,,
04/16/2015,84,Ozone,Pomona,06-037-1701,AQS,17,84,4,37,50,57,,
04/17/2015,100,Ozone,Reseda,06-037-1201,AQS,15,100,1,32,54,74,,
04/18/2015,129,Ozone,Santa Clarita,06-037-6012,AQS,10,129,3,44,60,42,,
04/19/2015,150,Ozone,Pomona,06-037-1701,AQS,9,150,7,49,88,33,,
04/20/2015,119,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,119,3,38,70,36,,
04/21/2015,61,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,6,61,0,31,61,25,,
04/22/2015,61,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,61,1,35,56,29,,
04/23/2015,56,PM2.5,Glendora,06-037-0016,AQS,9,51,1,25,56,45,,
04/24/2015,51,PM2.5,Glendora,06-037-0016,AQS,7,44,0,21,51,42,,
04/25/2015,50,PM2.5,Glendora,06-037-0016,AQS,8,48,0,22,50,25,,
04/26/2015,77,Ozone,Pomona,06-037-1701,AQS,8,77,1,21,55,28,,
04/27/2015,108,Ozone,Pomona,06-037-1701,AQS,14,108,4,25,57,52,,
04/28/2015,112,Ozone,Santa Clarita,06-037-6012,AQS,15,112,9,19,55,66,,
04/29/2015,119,Ozone,Lancaster-Division Street,06-037-9033,AQS,11,119,1,19,66,68,,
04/30/2015,125,PM2.5,Long Beach-Route 710 Near Road,06-037-4008,AQS,10,90,1,61,125,70,,
05-01-2015,77,Ozone,Lancaster-Division Street,06-037-9033,AQS,11,77,0,23,74,53,,
05-02-2015,74,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,11,54,3,25,74,49,,
05-03-2015,77,Ozone,Azusa,06-037-0002,AQS,6,77,0,35,68,21,,
05-04-2015,59,PM2.5,Reseda,06-037-1201,AQS,6,51,0,28,59,40,,
05-05-2015,69,PM2.5,Long Beach (North),06-037-4002,AQS,6,49,0,26,69,39,,
05-06-2015,54,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,6,49,0,26,54,37,,
05-07-2015,55,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,5,51,0,23,55,39,,
05-08-2015,50,PM2.5,Reseda,06-037-1201,AQS,6,44,1,15,50,33,,
05-09-2015,64,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,7,51,7,30,64,27,,
05-10-2015,97,Ozone,Pomona,06-037-1701,AQS,11,97,0,31,66,29,,
05-11-2015,87,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,87,0,32,66,42,,
05-12-2015,108,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,108,1,31,63,40,,
05/13/2015,97,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,97,.,31,63,37,,
05/14/2015,49,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,49,0,15,41,41,,
05/15/2015,58,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,58,0,9,46,52,,
05/16/2015,77,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,77,0,19,53,25,,
05/17/2015,93,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,93,0,22,58,20,,
05/18/2015,79,PM2.5,Long Beach (North),06-037-4002,AQS,6,64,0,29,79,35,,
05/19/2015,77,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,77,0,21,54,31,,
05/20/2015,71,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,71,0,23,63,33,,
05/21/2015,60,PM2.5,Reseda,06-037-1201,AQS,5,58,0,17,60,41,,
05/22/2015,53,PM2.5,Reseda,06-037-1201,AQS,5,44,0,14,53,36,,
05/23/2015,54,PM2.5,Reseda,06-037-1201,AQS,6,54,0,15,54,25,,
05/24/2015,71,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,71,0,23,60,24,,
05/25/2015,84,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,84,0,29,68,20,,
05/26/2015,93,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,93,0,31,72,44,,
05/27/2015,119,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,119,0,31,68,101,,
05/28/2015,143,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,143,0,39,71,35,,
05/29/2015,159,Ozone,Santa Clarita,06-037-6012,AQS,6,159,0,46,89,41,,
05/30/2015,172,Ozone,Reseda,06-037-1201,AQS,7,172,0,51,99,26,,
05/31/2015,154,Ozone,Santa Clarita,06-037-6012,AQS,5,154,0,39,85,17,,
06-01-2015,100,Ozone,Pomona,06-037-1701,AQS,6,100,0,37,80,42,,
06-02-2015,100,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,100,0,25,63,31,,
06-03-2015,67,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,67,0,26,64,24,,
06-04-2015,64,PM2.5,Reseda,06-037-1201,AQS,5,58,0,27,64,36,,
06-05-2015,105,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,105,0,34,64,29,,
06-06-2015,122,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,122,0,24,63,29,,
06-07-2015,140,Ozone,Pomona,06-037-1701,AQS,6,140,0,27,64,21,,
06-08-2015,126,Ozone,Pomona,06-037-1701,AQS,9,126,0,36,70,48,,
06-09-2015,61,PM2.5,Reseda,06-037-1201,AQS,9,58,0,36,61,49,,
06-10-2015,71,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,71,0,28,67,31,,
06-11-2015,105,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,105,0,27,62,28,,
06-12-2015,84,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,84,.,33,81,28,,
06/13/2015,126,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,126,0,23,71,17,,
06/14/2015,129,Ozone,Pomona,06-037-1701,AQS,5,129,0,28,71,17,,
06/15/2015,154,Ozone,Santa Clarita,06-037-6012,AQS,7,154,0,38,77,38,,
06/16/2015,174,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,174,0,51,86,40,,
06/17/2015,192,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,192,9,51,111,47,,
06/18/2015,174,Ozone,Pomona,06-037-1701,AQS,9,174,0,44,96,49,,
06/19/2015,190,Ozone,Santa Clarita,06-037-6012,AQS,10,190,1,43,84,53,,
06/20/2015,203,Ozone,Santa Clarita,06-037-6012,AQS,9,203,9,17,80,44,,
06/21/2015,154,Ozone,Santa Clarita,06-037-6012,AQS,6,154,1,11,77,23,,
06/22/2015,187,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,187,3,14,76,37,,
06/23/2015,177,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,177,1,74,70,36,,
06/24/2015,195,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,195,1,47,72,39,,
06/25/2015,179,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,179,1,53,72,36,,
06/26/2015,140,Ozone,Santa Clarita,06-037-6012,AQS,9,140,0,50,74,36,,
06/27/2015,112,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,112,1,37,69,28,,
06/28/2015,166,Ozone,Glendora,06-037-0016,AQS,10,166,3,31,70,25,,
06/29/2015,122,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,122,3,70,70,37,,
06/30/2015,161,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,161,6,40,71,47,,
07-01-2015,101,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,101,6,39,66,45,,
07-02-2015,143,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,143,1,32,66,34,,
07-03-2015,97,Ozone,Glendora,06-037-0016,AQS,8,97,3,29,71,24,,
07-04-2015,111,PM2.5,Glendora,06-037-0016,AQS,7,101,3,47,111,19,,
07-05-2015,167,PM2.5,Glendora,06-037-0016,AQS,6,84,1,73,167,15,,
07-06-2015,87,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,87,0,35,75,34,,
07-07-2015,108,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,108,0,37,82,26,,
07-08-2015,67,PM2.5,Reseda,06-037-1201,AQS,6,61,0,30,67,25,,
07-09-2015,62,PM2.5,Reseda,06-037-1201,AQS,6,39,0,26,62,28,,
07-10-2015,57,PM2.5,Reseda,06-037-1201,AQS,6,54,1,19,57,30,,
07-11-2015,80,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,80,0,27,58,23,,
07-12-2015,74,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,74,3,20,61,22,,
07/13/2015,77,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,77,3,25,65,30,,
07/14/2015,66,PM2.5,Reseda,06-037-1201,AQS,6,54,1,30,66,33,,
07/15/2015,105,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,105,1,33,70,27,,
07/16/2015,119,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,119,3,39,72,26,,
07/17/2015,119,Ozone,Pomona,06-037-1701,AQS,7,119,3,55,59,37,,
07/18/2015,63,PM2.5,Reseda,06-037-1201,AQS,8,38,1,21,63,31,,
07/19/2015,58,PM2.5,Reseda,06-037-1201,AQS,8,49,1,17,58,24,,
07/20/2015,54,PM2.5,Reseda,06-037-1201,AQS,7,41,3,19,54,27,,
07/21/2015,71,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,71,3,21,52,26,,
07/22/2015,85,PM10,Lancaster-Division Street,06-037-9033,AQS,6,46,0,85,48,29,,
07/23/2015,58,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,7,58,3,21,58,25,,
07/24/2015,90,Ozone,Pomona,06-037-1701,AQS,7,90,4,31,64,34,,
07/25/2015,100,Ozone,Glendora,06-037-0016,AQS,8,100,3,25,60,26,,
07/26/2015,90,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,90,3,25,58,26,,
07/27/2015,112,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,112,1,35,60,25,,
07/28/2015,177,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,177,4,44,69,31,,
07/29/2015,151,Ozone,Pomona,06-037-1701,AQS,6,151,4,54,71,41,,
07/30/2015,112,Ozone,Pomona,06-037-1701,AQS,6,112,10,49,75,35,,
07/31/2015,115,Ozone,Pomona,06-037-1701,AQS,6,115,4,47,70,29,,
08-01-2015,133,Ozone,Pomona,06-037-1701,AQS,6,133,1,44,75,22,,
08-02-2015,133,Ozone,Glendora,06-037-0016,AQS,6,133,1,36,72,19,,
08-03-2015,126,Ozone,Pomona,06-037-1701,AQS,7,126,3,43,71,33,,
08-04-2015,126,Ozone,Pomona,06-037-1701,AQS,7,126,3,60,62,40,,
08-05-2015,105,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,105,4,34,59,45,,
08-06-2015,77,Ozone,Santa Clarita,06-037-6012,AQS,8,77,3,43,66,36,,
08-07-2015,87,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,87,1,40,65,24,,
08-08-2015,126,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,126,1,38,62,27,,
08-09-2015,122,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,122,1,31,62,21,,
08-10-2015,108,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,108,1,42,59,38,,
08-11-2015,115,Ozone,Santa Clarita,06-037-6012,AQS,6,115,1,38,66,38,,
08-12-2015,119,Ozone,Pomona,06-037-1701,AQS,8,119,7,55,57,48,,
08/13/2015,126,Ozone,Lancaster-Division Street,06-037-9033,AQS,10,126,6,39,62,52,,
08/14/2015,105,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,105,7,33,64,46,,
08/15/2015,143,Ozone,Pomona,06-037-1701,AQS,8,143,6,31,64,43,,
08/16/2015,177,Ozone,Pomona,06-037-1701,AQS,8,177,14,38,79,39,,
08/17/2015,129,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,129,0,47,83,30,,
08/18/2015,156,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,156,1,45,77,31,,
08/19/2015,150,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,150,0,47,83,37,,
08/20/2015,164,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,164,1,51,83,28,,
08/21/2015,169,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,169,1,52,87,24,,
08/22/2015,161,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,161,1,52,89,24,,
08/23/2015,151,Ozone,Pomona,06-037-1701,AQS,7,151,1,43,76,21,,
08/24/2015,151,Ozone,Glendora,06-037-0016,AQS,8,151,4,44,78,35,,
08/25/2015,84,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,84,3,47,81,46,,
08/26/2015,143,Ozone,Lancaster-Division Street,06-037-9033,AQS,13,143,7,45,88,44,,
08/27/2015,151,Ozone,Glendora,06-037-0016,AQS,10,151,11,42,73,61,,
08/28/2015,143,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,143,9,56,70,54,,
08/29/2015,129,Ozone,Glendora,06-037-0016,AQS,8,129,7,35,64,38,,
08/30/2015,80,Ozone,Santa Clarita,06-037-6012,AQS,6,80,1,32,55,16,,
08/31/2015,93,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,93,3,43,66,33,,
09-01-2015,126,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,126,1,44,61,27,,
09-02-2015,150,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,150,7,41,62,28,,
09-03-2015,97,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,97,3,32,64,28,,
09-04-2015,122,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,122,1,30,60,26,,
09-05-2015,122,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,122,1,32,63,24,,
09-06-2015,105,Ozone,Pico Rivera #2,06-037-1602,AQS,11,105,4,31,65,36,,
09-07-2015,67,Ozone,West Los Angeles,06-037-0113,AQS,8,67,4,24,57,42,,
09-08-2015,58,Ozone,Pomona,06-037-1701,AQS,10,58,6,27,56,52,,
09-09-2015,77,Ozone,Lancaster-Division Street,06-037-9033,AQS,15,77,6,60,63,61,,
09-10-2015,154,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,154,4,41,71,39,,
09-11-2015,133,Ozone,Lancaster-Division Street,06-037-9033,AQS,10,133,11,36,66,60,,
09-12-2015,64,Ozone,Lancaster-Division Street,06-037-9033,AQS,10,64,4,33,63,40,,
09/13/2015,67,Ozone,Glendora,06-037-0016,AQS,6,67,6,26,60,26,,
09/14/2015,63,PM2.5,Reseda,06-037-1201,AQS,8,39,3,24,63,31,,
09/15/2015,49,PM2.5,Reseda,06-037-1201,AQS,5,24,1,15,49,20,,
09/16/2015,68,PM2.5,Reseda,06-037-1201,AQS,7,50,3,17,68,33,,
09/17/2015,64,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,64,3,31,55,34,,
09/18/2015,129,Ozone,Glendora,06-037-0016,AQS,13,129,6,30,60,42,,
09/19/2015,179,Ozone,Glendora,06-037-0016,AQS,13,179,4,32,68,51,,
09/20/2015,143,Ozone,Pomona,06-037-1701,AQS,10,143,11,21,60,37,,
09/21/2015,129,Ozone,Lancaster-Division Street,06-037-9033,AQS,13,129,4,40,67,42,,
09/22/2015,147,Ozone,Lancaster-Division Street,06-037-9033,AQS,10,147,3,40,81,29,,
09/23/2015,161,Ozone,Santa Clarita,06-037-6012,AQS,9,161,4,48,82,43,,
09/24/2015,169,Ozone,Glendora,06-037-0016,AQS,13,169,7,49,79,50,,
09/25/2015,136,Ozone,Pomona,06-037-1701,AQS,10,136,3,45,74,48,,
09/26/2015,154,Ozone,Pomona,06-037-1701,AQS,9,154,3,34,74,44,,
09/27/2015,129,Ozone,Azusa,06-037-0002,AQS,9,129,7,31,70,31,,
09/28/2015,126,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,126,3,34,70,42,,
09/29/2015,105,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,105,3,31,64,39,,
09/30/2015,140,Ozone,Pomona,06-037-1701,AQS,9,140,7,40,65,53,,
10-01-2015,71,Ozone,Lancaster-Division Street,06-037-9033,AQS,11,71,7,40,64,41,,
10-02-2015,56,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,54,6,30,56,36,,
10-03-2015,115,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,115,1,31,61,30,,
10-04-2015,58,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,58,1,18,47,23,,
10-05-2015,54,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,54,0,13,53,46,,
10-06-2015,56,PM2.5,Reseda,06-037-1201,AQS,11,50,1,22,56,44,,
10-07-2015,71,Ozone,Reseda,06-037-1201,AQS,11,71,6,29,69,41,,
10-08-2015,108,Ozone,Glendora,06-037-0016,AQS,16,108,7,27,80,74,,
10-09-2015,101,Ozone,LAX Hastings,06-037-5005,AQS,18,101,9,38,63,94,,
10-10-2015,93,Ozone,LAX Hastings,06-037-5005,AQS,17,93,1,15,52,48,,
10-11-2015,122,Ozone,LAX Hastings,06-037-5005,AQS,15,122,6,19,56,49,,
10-12-2015,112,Ozone,LAX Hastings,06-037-5005,AQS,13,112,4,25,61,71,,
10/13/2015,122,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,122,4,25,64,51,,
10/14/2015,65,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,11,48,4,30,65,47,,
10/15/2015,59,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,6,39,3,29,59,32,,
10/16/2015,64,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,6,33,1,35,64,42,,
10/17/2015,62,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,7,48,1,31,62,24,,
10/18/2015,56,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,7,45,1,24,56,22,,
10/19/2015,56,PM2.5,Reseda,06-037-1201,AQS,10,48,1,22,56,36,,
10/20/2015,57,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,10,46,4,24,57,42,,
10/21/2015,55,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,48,6,30,55,44,,
10/22/2015,61,Ozone,Lancaster-Division Street,06-037-9033,AQS,10,61,1,35,60,38,,
10/23/2015,69,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,10,50,3,31,69,52,,
10/24/2015,58,Ozone,Azusa,06-037-0002,AQS,16,58,1,40,54,45,,
10/25/2015,61,PM2.5,Reseda,06-037-1201,AQS,20,44,4,21,61,44,,
10/26/2015,97,Ozone,LAX Hastings,06-037-5005,AQS,19,97,6,26,62,72,,
10/27/2015,74,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,18,51,9,52,74,67,,
10/28/2015,72,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,17,61,1,34,72,66,,
10/29/2015,46,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,46,4,22,40,41,,
10/30/2015,52,NO2,Los Angeles-North Main Street,06-037-1103,AQS,15,43,3,36,39,52,,
10/31/2015,54,Ozone,Santa Clarita,06-037-6012,AQS,24,54,7,20,52,49,,
11-01-2015,108,Ozone,Glendora,06-037-0016,AQS,18,108,13,27,60,39,,
11-02-2015,59,PM2.5,Reseda,06-037-1201,AQS,10,50,3,31,59,38,,
11-03-2015,45,PM2.5,Reseda,06-037-1201,AQS,10,44,4,10,45,38,,
11-04-2015,42,PM2.5,Reseda,06-037-1201,AQS,10,42,1,8,42,37,,
11-05-2015,49,PM2.5,Reseda,06-037-1201,AQS,10,43,3,13,49,43,,
11-06-2015,52,PM2.5,Long Beach (South),06-037-4004,AQS,20,43,9,11,52,49,,
11-07-2015,51,PM2.5,Long Beach (South),06-037-4004,AQS,25,44,4,10,51,45,,
11-08-2015,56,PM2.5,Long Beach-Route 710 Near Road,06-037-4008,AQS,20,51,4,27,56,39,,
11-09-2015,59,PM2.5,Reseda,06-037-1201,AQS,17,47,1,17,59,38,,
11-10-2015,50,PM2.5,Reseda,06-037-1201,AQS,10,47,10,16,50,39,,
11-11-2015,48,NO2,Long Beach (Hudson),06-037-4006,AQS,11,42,3,12,42,48,,
11-12-2015,54,NO2,Los Angeles-North Main Street,06-037-1103,AQS,11,45,4,22,45,54,,
11/13/2015,62,NO2,Long Beach (Hudson),06-037-4006,AQS,23,42,7,22,55,62,,
11/14/2015,72,PM2.5,Compton,06-037-1302,AQS,31,44,3,32,72,50,,
11/15/2015,63,PM2.5,Reseda,06-037-1201,AQS,27,54,3,16,63,42,,
11/16/2015,40,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,40,3,13,30,36,,
11/17/2015,55,PM2.5,Long Beach-Route 710 Near Road,06-037-4008,AQS,18,39,6,23,55,50,,
11/18/2015,67,NO2,Long Beach-Route 710 Near Road,06-037-4008,AQS,23,40,16,17,60,67,,
11/19/2015,72,NO2,Long Beach-Route 710 Near Road,06-037-4008,AQS,24,36,19,17,66,72,,
11/20/2015,73,NO2,Los Angeles-North Main Street,06-037-1103,AQS,28,38,3,45,66,73,,
11/21/2015,64,NO2,Long Beach-Route 710 Near Road,06-037-4008,AQS,33,41,3,16,58,64,,
11/22/2015,48,NO2,Long Beach (Hudson),06-037-4006,AQS,26,43,6,15,40,48,,
11/23/2015,61,NO2,Long Beach-Route 710 Near Road,06-037-4008,AQS,20,50,9,18,53,61,,
11/24/2015,60,PM2.5,Reseda,06-037-1201,AQS,23,49,3,19,60,46,,
11/25/2015,52,PM2.5,Reseda,06-037-1201,AQS,8,43,0,14,52,43,,
11/26/2015,65,PM2.5,Compton,06-037-1302,AQS,14,41,1,20,65,41,,
11/27/2015,60,PM2.5,Reseda,06-037-1201,AQS,15,39,3,10,60,39,,
11/28/2015,57,PM2.5,Reseda,06-037-1201,AQS,14,36,1,11,57,39,,
11/29/2015,50,PM2.5,Reseda,06-037-1201,AQS,13,41,1,18,50,45,,
