Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2,,
09/13/2013,119,Ozone,Santa Clarita,06-037-6012,AQS,13,119,9,51,62,52,,
09/14/2013,166,Ozone,Santa Clarita,06-037-6012,AQS,14,166,4,34,70,51,,
09/15/2013,159,Ozone,Reseda,06-037-1201,AQS,9,159,10,32,71,39,,
09/16/2013,97,Ozone,Reseda,06-037-1201,AQS,13,97,3,38,71,45,,
09/17/2013,87,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,87,1,43,83,34,,
09/18/2013,93,Ozone,Santa Clarita,06-037-6012,AQS,6,93,3,42,76,37,,
09/19/2013,105,Ozone,Santa Clarita,06-037-6012,AQS,9,105,9,46,84,40,,
09/20/2013,154,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,154,3,49,84,27,,
09/21/2013,84,Ozone,Glendora,06-037-0016,AQS,6,84,3,40,63,22,,
09/22/2013,51,Ozone,Pomona,06-037-1701,AQS,7,51,1,27,38,34,,
09/23/2013,80,Ozone,Glendora,06-037-0016,AQS,15,80,4,31,50,49,,
09/24/2013,87,Ozone,Reseda,06-037-1201,AQS,14,87,6,32,54,65,,
09/25/2013,58,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,58,1,37,57,39,,
09/26/2013,49,PM2.5,Long Beach (South),06-037-4004,AQS,7,43,4,39,49,33,,
09/27/2013,52,PM2.5,Long Beach (South),06-037-4004,AQS,11,45,4,37,52,47,,
09/28/2013,67,Ozone,Burbank,06-037-1002,AQS,17,67,6,31,52,47,,
09/29/2013,105,Ozone,Reseda,06-037-1201,AQS,15,105,10,30,54,48,,
09/30/2013,69,PM2.5,Long Beach (South),06-037-4004,AQS,14,64,9,34,69,49,,
10-01-2013,93,Ozone,Lancaster-Division Street,06-037-9033,AQS,11,93,1,36,63,42,,
10-02-2013,74,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,74,3,36,63,29,,
10-03-2013,69,PM10,Lancaster-Division Street,06-037-9033,AQS,7,64,1,69,67,33,,
10-04-2013,74,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,67,6,57,74,49,,
10-05-2013,67,Ozone,Burbank,06-037-1002,AQS,19,67,10,26,43,58,,
10-06-2013,90,Ozone,Burbank,06-037-1002,AQS,17,90,6,18,46,55,,
10-07-2013,80,Ozone,Lancaster-Division Street,06-037-9033,AQS,20,80,11,43,61,57,,
10-08-2013,68,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,10,46,1,31,68,37,,
10-09-2013,48,PM2.5,Burbank,06-037-1002,AQS,6,40,1,20,48,28,,
10-10-2013,59,PM2.5,Burbank,06-037-1002,AQS,9,43,3,25,59,35,,
10-11-2013,67,PM2.5,Burbank,06-037-1002,AQS,14,50,3,32,67,42,,
10-12-2013,80,Ozone,Lancaster-Division Street,06-037-9033,AQS,13,80,4,30,67,39,,
10/13/2013,65,PM2.5,Burbank,06-037-1002,AQS,8,51,1,28,65,28,,
10/14/2013,66,PM2.5,Long Beach (South),06-037-4004,AQS,13,51,3,24,66,51,,
10/15/2013,56,NO2,Long Beach (Hudson),06-037-4006,AQS,18,49,3,27,55,56,,
10/16/2013,57,NO2,Long Beach (Hudson),06-037-4006,AQS,19,47,4,24,55,57,,
10/17/2013,87,Ozone,Lancaster-Division Street,06-037-9033,AQS,22,87,7,31,57,58,,
10/18/2013,77,Ozone,Reseda,06-037-1201,AQS,19,77,13,37,65,67,,
10/19/2013,74,Ozone,Reseda,06-037-1201,AQS,20,74,7,33,73,61,,
10/20/2013,105,Ozone,Reseda,06-037-1201,AQS,15,105,4,34,87,40,,
10/21/2013,118,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,11,80,7,46,118,53,,
10/22/2013,87,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,58,6,51,87,62,,
10/23/2013,93,PM2.5,Glendora,06-037-0016,AQS,7,51,3,52,93,31,,
10/24/2013,95,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,64,1,51,95,36,,
10/25/2013,99,PM2.5,Burbank,06-037-1002,AQS,10,61,6,53,99,67,,
10/26/2013,117,PM2.5,Long Beach (South),06-037-4004,AQS,17,61,4,44,117,60,,
10/27/2013,103,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,19,80,4,44,103,42,,
10/28/2013,40,PM10,Lancaster-Division Street,06-037-9033,AQS,6,38,1,40,35,25,,
10/29/2013,43,PM2.5,Long Beach (South),06-037-4004,AQS,10,41,3,15,43,29,,
10/30/2013,54,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,14,42,6,21,54,39,,
10/31/2013,61,PM2.5,Long Beach (South),06-037-4004,AQS,15,47,3,30,61,52,,
11-01-2013,66,PM2.5,Long Beach (South),06-037-4004,AQS,22,45,4,28,66,62,,
11-02-2013,64,PM2.5,Long Beach (South),06-037-4004,AQS,20,61,4,23,64,47,,
11-03-2013,84,Ozone,Burbank,06-037-1002,AQS,11,84,1,26,68,31,,
11-04-2013,56,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,11,48,4,38,56,39,,
11-05-2013,63,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,15,43,4,25,63,58,,
11-06-2013,56,PM2.5,Long Beach (South),06-037-4004,AQS,15,40,9,36,56,51,,
11-07-2013,60,NO2,LAX Hastings,06-037-5005,AQS,16,39,11,32,50,60,,
11-08-2013,62,PM2.5,Burbank,06-037-1002,AQS,24,40,9,34,62,53,,
11-09-2013,88,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,19,48,1,31,88,55,,
11-10-2013,85,PM2.5,Long Beach (South),06-037-4004,AQS,17,84,3,31,85,46,,
11-11-2013,81,PM2.5,Long Beach (South),06-037-4004,AQS,23,51,11,39,81,70,,
11-12-2013,86,PM2.5,Pico Rivera #2,06-037-1602,AQS,26,31,3,61,86,81,,
11/13/2013,77,PM2.5,Long Beach (South),06-037-4004,AQS,27,41,6,31,77,68,,
11/14/2013,80,NO2,Long Beach (Hudson),06-037-4006,AQS,19,40,9,31,61,80,,
11/15/2013,78,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,18,50,1,36,78,45,,
11/16/2013,62,PM2.5,Burbank,06-037-1002,AQS,10,46,1,26,62,35,,
11/17/2013,63,PM2.5,Burbank,06-037-1002,AQS,10,50,3,24,63,37,,
11/18/2013,66,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,18,49,3,34,66,39,,
11/19/2013,58,PM2.5,Glendora,06-037-0016,AQS,7,44,1,34,58,35,,
11/20/2013,60,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,9,39,1,30,60,35,,
11/21/2013,37,Ozone,Burbank,06-037-1002,AQS,7,37,1,10,34,34,,
11/22/2013,42,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,14,40,4,8,42,34,,
11/23/2013,47,PM2.5,Long Beach (South),06-037-4004,AQS,14,37,7,11,47,34,,
11/24/2013,63,PM2.5,Long Beach (South),06-037-4004,AQS,16,41,4,18,63,34,,
11/25/2013,72,PM2.5,Long Beach (South),06-037-4004,AQS,18,35,4,19,72,46,,
11/26/2013,82,PM2.5,Long Beach (South),06-037-4004,AQS,22,32,6,30,82,62,,
11/27/2013,74,PM2.5,Long Beach (South),06-037-4004,AQS,28,34,6,23,74,63,,
11/28/2013,67,PM2.5,Reseda,06-037-1201,AQS,26,47,1,21,67,45,,
11/29/2013,79,PM2.5,Burbank,06-037-1002,AQS,22,26,1,22,79,39,,
11/30/2013,73,PM2.5,Long Beach (South),06-037-4004,AQS,27,39,3,21,73,40,,
12-01-2013,62,PM2.5,Long Beach (South),06-037-4004,AQS,20,38,3,18,62,41,,
12-02-2013,102,NO2,Pico Rivera #2,06-037-1602,AQS,23,34,7,25,67,102,,
12-03-2013,65,PM2.5,Long Beach (South),06-037-4004,AQS,31,40,3,24,65,47,,
12-04-2013,50,NO2,LAX Hastings,06-037-5005,AQS,14,44,10,19,46,50,,
12-05-2013,58,PM2.5,Burbank,06-037-1002,AQS,16,44,3,25,58,48,,
12-06-2013,64,PM2.5,Burbank,06-037-1002,AQS,22,44,3,29,64,45,,
12-07-2013,61,PM2.5,Long Beach (South),06-037-4004,AQS,17,37,1,17,61,41,,
12-08-2013,68,PM2.5,Long Beach (North),06-037-4002,AQS,20,40,3,16,68,37,,
12-09-2013,71,PM2.5,Long Beach (South),06-037-4004,AQS,24,44,4,22,71,53,,
12-10-2013,56,PM2.5,Long Beach (South),06-037-4004,AQS,19,41,3,22,56,52,,
12-11-2013,56,PM2.5,Long Beach (South),06-037-4004,AQS,19,36,10,27,56,52,,
12-12-2013,71,PM2.5,Long Beach (South),06-037-4004,AQS,18,33,6,35,71,53,,
12/13/2013,103,PM2.5,Long Beach (South),06-037-4004,AQS,22,33,3,32,103,49,,
12/14/2013,101,PM2.5,Long Beach (South),06-037-4004,AQS,31,41,9,29,101,60,,
12/15/2013,74,PM2.5,Long Beach (South),06-037-4004,AQS,36,39,3,22,74,46,,
12/16/2013,54,NO2,Burbank,06-037-1002,AQS,18,38,4,32,53,54,,
12/17/2013,75,PM2.5,Long Beach (South),06-037-4004,AQS,23,33,10,44,75,70,,
12/18/2013,71,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,24,33,4,55,71,51,,
12/19/2013,52,PM2.5,Burbank,06-037-1002,AQS,9,36,1,16,52,41,,
12/20/2013,64,PM2.5,Long Beach (South),06-037-4004,AQS,19,34,6,19,64,42,,
12/21/2013,94,PM2.5,Reseda,06-037-1201,AQS,24,35,1,26,94,36,,
12/22/2013,117,PM2.5,Long Beach (South),06-037-4004,AQS,23,33,9,25,117,49,,
12/23/2013,92,PM2.5,Long Beach (South),06-037-4004,AQS,28,35,7,23,92,58,,
12/24/2013,85,PM2.5,Compton,06-037-1302,AQS,19,37,6,30,85,63,,
12/25/2013,100,PM2.5,Long Beach (South),06-037-4004,AQS,38,44,7,15,100,44,,
12/26/2013,71,NO2,Long Beach (Hudson),06-037-4006,AQS,26,42,6,25,54,71,,
12/27/2013,65,NO2,Long Beach (Hudson),06-037-4006,AQS,28,35,4,30,55,65,,
12/28/2013,64,PM2.5,Long Beach (South),06-037-4004,AQS,34,31,3,28,64,48,,
12/29/2013,70,PM2.5,Long Beach (South),06-037-4004,AQS,19,43,3,28,70,49,,
12/30/2013,69,PM2.5,Long Beach (South),06-037-4004,AQS,23,34,6,36,69,57,,
12/31/2013,96,PM2.5,Long Beach (South),06-037-4004,AQS,39,26,16,44,96,66,,
01-01-2014,161,PM2.5,Burbank,06-037-1002,AQS,34,37,9,57,161,73,,
01-02-2014,111,PM2.5,Long Beach (South),06-037-4004,AQS,28,34,7,31,111,62,,
01-03-2014,84,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,20,23,6,33,84,67,,
01-04-2014,118,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,27,34,4,35,118,57,,
01-05-2014,97,PM2.5,Long Beach (South),06-037-4004,AQS,25,41,6,46,97,57,,
01-06-2014,61,NO2,Long Beach (Hudson),06-037-4006,AQS,25,38,4,55,57,61,,
01-07-2014,64,PM2.5,Burbank,06-037-1002,AQS,25,29,4,38,64,56,,
01-08-2014,92,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,28,39,4,40,92,55,,
01-09-2014,122,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,20,40,1,44,122,47,,
01-10-2014,142,PM2.5,Long Beach (South),06-037-4004,AQS,24,35,4,43,142,64,,
01-11-2014,114,PM2.5,Long Beach (South),06-037-4004,AQS,23,35,10,43,114,70,,
01-12-2014,115,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,19,39,11,37,115,53,,
01/13/2014,85,PM2.5,Long Beach (South),06-037-4004,AQS,30,40,4,28,85,68,,
01/14/2014,107,NO2,Long Beach (Hudson),06-037-4006,AQS,33,45,21,21,65,107,,
01/15/2014,85,NO2,Long Beach (Hudson),06-037-4006,AQS,39,43,11,33,69,85,,
01/16/2014,98,NO2,Long Beach (Hudson),06-037-4006,AQS,43,45,16,29,70,98,,
01/17/2014,94,PM2.5,Azusa,06-037-0002,AQS,39,40,6,71,94,72,,
01/18/2014,80,PM2.5,Long Beach (South),06-037-4004,AQS,28,38,10,34,80,63,,
01/19/2014,95,PM2.5,Long Beach (South),06-037-4004,AQS,35,35,11,29,95,57,,
01/20/2014,107,PM2.5,Long Beach (South),06-037-4004,AQS,43,36,9,36,107,83,,
01/21/2014,92,PM2.5,Long Beach (South),06-037-4004,AQS,32,35,10,40,92,85,,
01/22/2014,77,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,22,33,3,37,77,56,,
01/23/2014,96,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,20,37,3,53,96,68,,
01/24/2014,89,PM2.5,Long Beach (South),06-037-4004,AQS,23,36,10,42,89,80,,
01/25/2014,72,PM2.5,Long Beach (South),06-037-4004,AQS,17,42,6,26,72,61,,
01/26/2014,76,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,19,40,10,29,76,42,,
01/27/2014,75,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,16,44,4,35,75,41,,
01/28/2014,96,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,16,42,6,41,96,60,,
01/29/2014,125,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,18,48,6,59,125,74,,
01/30/2014,95,PM2.5,Burbank,06-037-1002,AQS,11,47,1,46,95,41,,
01/31/2014,50,PM2.5,Burbank,06-037-1002,AQS,6,39,1,17,50,34,,
02-01-2014,45,PM2.5,Long Beach (South),06-037-4004,AQS,8,39,1,11,45,41,,
02-02-2014,51,PM2.5,Long Beach (South),06-037-4004,AQS,15,37,1,14,51,39,,
02-03-2014,41,Ozone,LAX Hastings,06-037-5005,AQS,11,41,1,13,33,40,,
02-04-2014,48,PM2.5,Burbank,06-037-1002,AQS,13,37,3,21,48,40,,
02-05-2014,55,PM2.5,Burbank,06-037-1002,AQS,13,44,3,23,55,45,,
02-06-2014,63,PM2.5,Burbank,06-037-1002,AQS,11,34,1,22,63,42,,
02-07-2014,62,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,10,37,1,11,62,31,,
02-08-2014,51,PM2.5,Reseda,06-037-1201,AQS,13,34,1,19,51,31,,
02-09-2014,58,PM2.5,Reseda,06-037-1201,AQS,9,33,1,20,58,36,,
02-10-2014,59,PM2.5,Burbank,06-037-1002,AQS,16,36,1,32,59,37,,
02-11-2014,67,PM2.5,Long Beach (South),06-037-4004,AQS,15,33,6,23,67,57,,
02-12-2014,84,PM2.5,Long Beach (South),06-037-4004,AQS,23,39,9,27,84,71,,
02/13/2014,72,PM2.5,Long Beach (South),06-037-4004,AQS,22,37,7,37,72,61,,
02/14/2014,92,PM2.5,Burbank,06-037-1002,AQS,26,36,6,40,92,87,,
02/15/2014,116,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,25,43,11,37,116,68,,
02/16/2014,95,PM2.5,Burbank,06-037-1002,AQS,22,46,3,44,95,51,,
02/17/2014,78,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,17,41,3,30,78,47,,
02/18/2014,94,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,44,4,47,94,42,,
02/19/2014,87,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,11,44,3,49,87,42,,
02/20/2014,89,PM2.5,Long Beach (South),06-037-4004,AQS,14,43,1,38,89,56,,
02/21/2014,69,PM2.5,Long Beach (South),06-037-4004,AQS,24,61,1,37,69,63,,
02/22/2014,84,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,14,51,3,44,84,50,,
02/23/2014,117,PM2.5,Lancaster-Division Street,06-037-9033,AQS,15,100,4,31,117,47,,
02/24/2014,96,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,84,7,40,96,46,,
02/25/2014,91,PM2.5,Reseda,06-037-1201,AQS,8,44,4,36,91,39,,
02/26/2014,56,PM2.5,Burbank,06-037-1002,AQS,5,37,1,24,56,26,,
02/27/2014,41,PM2.5,Reseda,06-037-1201,AQS,8,38,1,11,41,25,,
02/28/2014,41,Ozone,LAX Hastings,06-037-5005,AQS,11,41,0,11,36,30,,
03-01-2014,44,PM2.5,Burbank,06-037-1002,AQS,13,38,1,11,44,34,,
03-02-2014,61,PM2.5,Reseda,06-037-1201,AQS,11,37,1,10,61,36,,
03-03-2014,59,PM2.5,Burbank,06-037-1002,AQS,16,36,3,19,59,38,,
03-04-2014,72,PM2.5,Burbank,06-037-1002,AQS,15,38,0,29,72,34,,
03-05-2014,80,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,16,49,6,34,80,45,,
03-06-2014,79,PM2.5,Burbank,06-037-1002,AQS,15,40,3,33,79,37,,
03-07-2014,65,PM2.5,Burbank,06-037-1002,AQS,13,44,4,34,65,50,,
03-08-2014,61,PM2.5,Long Beach (South),06-037-4004,AQS,27,49,13,21,61,61,,
03-09-2014,61,Ozone,Glendora,06-037-0016,AQS,14,61,6,13,40,42,,
03-10-2014,58,Ozone,Santa Clarita,06-037-6012,AQS,22,58,13,22,47,49,,
03-11-2014,58,PM2.5,Burbank,06-037-1002,AQS,14,46,3,31,58,50,,
03-12-2014,59,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,11,50,1,30,59,42,,
03/13/2014,68,PM2.5,Burbank,06-037-1002,AQS,7,51,3,31,68,38,,
03/14/2014,74,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,14,47,3,31,74,42,,
03/15/2014,87,Ozone,Glendora,06-037-0016,AQS,10,87,4,28,66,45,,
03/16/2014,87,Ozone,Glendora,06-037-0016,AQS,20,87,11,21,65,47,,
03/17/2014,67,Ozone,Santa Clarita,06-037-6012,AQS,13,67,3,38,63,45,,
03/18/2014,66,PM2.5,Burbank,06-037-1002,AQS,6,49,4,53,66,33,,
03/19/2014,71,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,11,50,7,33,71,42,,
03/20/2014,72,PM2.5,Long Beach (South),06-037-4004,AQS,10,58,1,39,72,44,,
03/21/2014,71,PM2.5,Burbank,06-037-1002,AQS,7,64,4,39,71,35,,
03/22/2014,74,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,74,1,32,63,29,,
03/23/2014,67,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,64,3,39,67,32,,
03/24/2014,86,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,7,61,3,48,86,35,,
03/25/2014,80,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,7,64,1,44,80,36,,
03/26/2014,43,Ozone,Reseda,06-037-1201,AQS,6,43,1,20,36,23,,
03/27/2014,51,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,44,1,22,51,33,,
03/28/2014,63,PM2.5,Burbank,06-037-1002,AQS,7,47,4,31,63,36,,
03/29/2014,64,Ozone,Pomona,06-037-1701,AQS,14,64,11,32,63,39,,
03/30/2014,48,Ozone,Pomona,06-037-1701,AQS,5,48,3,19,34,25,,
03/31/2014,53,PM10,Lancaster-Division Street,06-037-9033,AQS,8,46,3,53,45,31,,
04-01-2014,47,Ozone,LAX Hastings,06-037-5005,AQS,5,47,6,16,31,26,,
04-02-2014,46,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,46,1,13,36,34,,
04-03-2014,48,PM2.5,Burbank,06-037-1002,AQS,10,47,6,20,48,38,,
04-04-2014,48,PM2.5,Burbank,06-037-1002,AQS,7,46,3,19,48,34,,
04-05-2014,52,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,6,46,3,25,52,34,,
04-06-2014,64,Ozone,Glendora,06-037-0016,AQS,9,64,4,19,57,50,,
04-07-2014,67,Ozone,Santa Clarita,06-037-6012,AQS,14,67,11,20,57,53,,
04-08-2014,101,Ozone,Pomona,06-037-1701,AQS,16,101,16,22,66,67,,
04-09-2014,80,Ozone,Pomona,06-037-1701,AQS,14,80,20,22,64,62,,
04-10-2014,81,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,14,49,11,27,81,72,,
04-11-2014,77,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,14,50,7,53,77,51,,
04-12-2014,70,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,51,6,33,70,37,,
04/13/2014,66,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,5,61,3,31,66,22,,
04/14/2014,74,Ozone,Glendora,06-037-0016,AQS,8,74,1,35,70,50,,
04/15/2014,84,Ozone,Santa Clarita,06-037-6012,AQS,8,84,6,44,81,49,,
04/16/2014,89,PM2.5,Burbank,06-037-1002,AQS,6,77,3,51,89,24,,
04/17/2014,101,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,101,1,51,84,26,,
04/18/2014,71,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,71,3,36,64,28,,
04/19/2014,74,Ozone,Santa Clarita,06-037-6012,AQS,8,74,3,37,72,32,,
04/20/2014,119,Ozone,Glendora,06-037-0016,AQS,8,119,6,39,76,27,,
04/21/2014,108,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,108,6,42,88,34,,
04/22/2014,71,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,7,71,1,40,71,35,,
04/23/2014,67,Ozone,Pomona,06-037-1701,AQS,6,67,3,42,63,49,,
04/24/2014,100,Ozone,Pomona,06-037-1701,AQS,8,100,7,38,66,41,,
04/25/2014,64,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,5,58,1,30,64,37,,
04/26/2014,49,Ozone,Pomona,06-037-1701,AQS,5,49,3,15,40,25,,
04/27/2014,67,Ozone,Pomona,06-037-1701,AQS,6,67,3,25,57,26,,
04/28/2014,80,Ozone,Pomona,06-037-1701,AQS,7,80,4,28,60,50,,
04/29/2014,93,Ozone,LAX Hastings,06-037-5005,AQS,11,93,3,56,63,62,,
04/30/2014,126,Ozone,Compton,06-037-1302,AQS,19,126,3,35,82,74,,
05-01-2014,108,Ozone,Pomona,06-037-1701,AQS,16,108,4,32,59,64,,
05-02-2014,150,Ozone,West Los Angeles,06-037-0113,AQS,13,150,11,23,62,81,,
05-03-2014,159,Ozone,Glendora,06-037-0016,AQS,8,159,6,26,69,55,,
05-04-2014,122,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,122,9,32,64,44,,
05-05-2014,74,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,74,1,42,60,24,,
05-06-2014,53,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,5,44,3,26,53,21,,
05-07-2014,61,PM2.5,Burbank,06-037-1002,AQS,6,46,3,33,61,34,,
05-08-2014,65,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,5,64,3,41,65,31,,
05-09-2014,71,Ozone,Santa Clarita,06-037-6012,AQS,7,71,4,40,66,35,,
05-10-2014,71,Ozone,Santa Clarita,06-037-6012,AQS,5,71,4,44,66,28,,
05-11-2014,61,PM10,Azusa,06-037-0002,AQS,6,58,9,61,58,34,,
05-12-2014,74,Ozone,LAX Hastings,06-037-5005,AQS,13,74,9,25,45,53,,
05/13/2014,97,Ozone,LAX Hastings,06-037-5005,AQS,11,97,3,20,52,58,,
05/14/2014,105,Ozone,Pasadena,06-037-2005,AQS,11,105,4,20,54,63,,
05/15/2014,119,Ozone,LAX Hastings,06-037-5005,AQS,13,119,3,18,51,64,,
05/16/2014,177,Ozone,Glendora,06-037-0016,AQS,11,177,6,40,76,61,,
05/17/2014,177,Ozone,Santa Clarita,06-037-6012,AQS,9,177,3,53,91,42,,
05/18/2014,97,Ozone,Santa Clarita,06-037-6012,AQS,6,97,7,44,82,17,,
05/19/2014,73,PM2.5,Reseda,06-037-1201,AQS,6,67,3,39,73,18,,
05/20/2014,60,PM2.5,Reseda,06-037-1201,AQS,5,43,1,24,60,18,,
05/21/2014,64,PM2.5,Reseda,06-037-1201,AQS,5,45,3,26,64,25,,
05/22/2014,66,PM2.5,Reseda,06-037-1201,AQS,8,46,1,30,66,27,,
05/23/2014,145,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,74,1,34,145,23,,
05/24/2014,79,PM2.5,Reseda,06-037-1201,AQS,8,67,1,30,79,23,,
05/25/2014,122,Ozone,Santa Clarita,06-037-6012,AQS,8,122,1,33,75,16,,
05/26/2014,156,Ozone,Glendora,06-037-0016,AQS,9,156,3,39,80,20,,
05/27/2014,154,Ozone,Santa Clarita,06-037-6012,AQS,9,154,4,46,89,25,,
05/28/2014,119,Ozone,Santa Clarita,06-037-6012,AQS,6,119,6,39,91,23,,
05/29/2014,112,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,112,1,43,79,24,,
05/30/2014,136,Ozone,Pomona,06-037-1701,AQS,9,136,3,42,92,45,,
05/31/2014,136,Ozone,Santa Clarita,06-037-6012,AQS,8,136,4,40,85,35,,
06-01-2014,151,Ozone,Glendora,06-037-0016,AQS,9,151,3,38,80,32,,
06-02-2014,97,Ozone,Santa Clarita,06-037-6012,AQS,8,97,4,43,77,34,,
06-03-2014,105,Ozone,Santa Clarita,06-037-6012,AQS,9,105,6,33,69,37,,
06-04-2014,119,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,119,4,54,67,44,,
06-05-2014,143,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,143,1,45,84,30,,
06-06-2014,126,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,126,1,48,82,29,,
06-07-2014,122,Ozone,Santa Clarita,06-037-6012,AQS,8,122,1,49,90,20,,
06-08-2014,195,Ozone,Santa Clarita,06-037-6012,AQS,9,195,1,50,89,21,,
06-09-2014,177,Ozone,Santa Clarita,06-037-6012,AQS,8,177,1,54,95,27,,
06-10-2014,119,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,119,0,44,85,25,,
06-11-2014,93,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,93,0,38,69,23,,
06-12-2014,101,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,101,1,41,72,23,,
06/13/2014,97,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,97,1,21,76,23,,
06/14/2014,122,Ozone,Glendora,06-037-0016,AQS,9,122,1,23,83,21,,
06/15/2014,97,Ozone,Glendora,06-037-0016,AQS,8,97,1,32,79,18,,
06/16/2014,75,PM2.5,Reseda,06-037-1201,AQS,8,64,0,49,75,21,,
06/17/2014,66,PM2.5,Reseda,06-037-1201,AQS,9,49,1,24,66,27,,
06/18/2014,74,Ozone,Lancaster-Division Street,06-037-9033,AQS,10,74,4,37,71,26,,
06/19/2014,108,Ozone,Santa Clarita,06-037-6012,AQS,15,108,6,46,77,37,,
06/20/2014,126,Ozone,Santa Clarita,06-037-6012,AQS,9,126,1,52,84,47,,
06/21/2014,143,Ozone,Santa Clarita,06-037-6012,AQS,9,143,1,44,79,29,,
06/22/2014,105,Ozone,Santa Clarita,06-037-6012,AQS,8,105,1,38,83,19,,
06/23/2014,115,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,115,3,49,85,25,,
06/24/2014,129,Ozone,Santa Clarita,06-037-6012,AQS,9,129,3,53,89,23,,
06/25/2014,126,Ozone,Santa Clarita,06-037-6012,AQS,8,126,6,51,89,25,,
06/26/2014,80,Ozone,Glendora,06-037-0016,AQS,9,80,3,47,79,25,,
06/27/2014,93,Ozone,Santa Clarita,06-037-6012,AQS,9,93,1,44,71,17,,
06/28/2014,115,Ozone,Santa Clarita,06-037-6012,AQS,9,115,1,42,79,20,,
06/29/2014,151,Ozone,Santa Clarita,06-037-6012,AQS,9,151,1,40,85,17,,
06/30/2014,136,Ozone,Santa Clarita,06-037-6012,AQS,9,136,1,48,85,22,,
