"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"12/12/2005","74","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","15","21","54","35","74","66"
"12/13/2005","94","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","11","26","55","21","94","48"
"12/14/2005","85","PM2.5","NORTHBROOK WATER PLANT","17-031-4201","AQS","9","14","50","16","85","42"
"12/15/2005","68","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","14","15","40","18","68","44"
"12/16/2005","89","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","8","19","89","20","51","39"
"12/17/2005","57","PM2.5","SE POLICE STATION","17-031-0050","AQS","9","19","52","19","57","41"
"12/18/2005","74","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","7","25","74","19","63","31"
"12/19/2005","97","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","10","19","97","21","75","53"
"12/20/2005","96","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","11","19","96","31","87","48"
"12/21/2005","133","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","16","19","105","61","133","55"
"12/22/2005","113","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","16","19","71","52","113","53"
"12/23/2005","95","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","16","17","33","35","95","49"
"12/24/2005","108","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","16","19","20","28","108","46"
"12/25/2005","42","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","15","22","21","19","42","30"
"12/26/2005","55","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","10","19","31","19","55","40"
"12/27/2005","81","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","16","12","39","27","81","35"
"12/28/2005","70","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","16","11","26","31","70","42"
"12/29/2005","53","NO2","CTA BUILDING","17-031-0063","AQS","8","17","34","31","50","53"
"12/30/2005","76","PM2.5","CITY HALL","17-043-4002","AQS","11","14","24","36","76","53"
"12/31/2005","57","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","10","7","52","27","57","23"
