Overall AQI Value,CO,Ozone,SO2,PM10,PM25,NO2,Wens AQI
48,9,39,4,12,48,25,55.56
41,7,41,4,12,41,29,49.02
57,7,39,3,12,57,42,65.66
67,8,47,24,30,67,42,77.31
80,6,80,7,33,60,31,91.47
80,6,80,13,56,63,42,93.41
108,6,108,9,59,67,30,121.84
87,11,87,29,53,74,47,102.38
62,11,46,23,35,62,42,72.27
52,6,46,10,47,52,42,62.45
60,24,54,10,36,60,35,71.18
122,6,122,20,51,82,60,138.78
119,6,119,27,42,74,31,133.42
59,6,47,19,41,59,36,69.26
63,14,47,20,35,63,30,72.94
65,17,50,17,55,65,35,76.96
93,17,93,19,53,70,31,107.32
101,7,101,7,59,76,39,116.34
112,6,112,33,60,69,48,127.03
64,3,64,14,51,61,33,76.67
61,5,61,20,47,58,38,73.26
60,7,51,19,38,60,46,71.16
55,10,46,27,48,55,41,65.96
90,8,90,44,65,67,55,105.36
143,10,143,17,62,73,51,158.51
61,8,61,6,27,56,12,71.21
77,20,77,17,55,60,41,90.14
72,14,44,4,44,72,38,81.88
63,13,36,7,42,63,39,72.3
67,13,51,51,49,67,36,79.03
56,9,54,23,54,56,51,68.37
119,9,119,7,61,60,48,132.36
65,8,64,9,55,65,25,78.11
93,8,93,14,57,60,39,105.99
87,8,87,10,70,78,35,103.18
71,10,46,10,62,71,51,84.07
68,16,44,9,43,68,31,77.78
63,13,54,9,45,63,45,74.6
60,3,45,11,34,60,33,69.36
87,3,87,11,41,66,30,99.8
75,5,44,7,54,75,44,86.37
59,5,58,4,52,59,48,71.4
69,14,54,7,51,69,49,80.98
59,14,47,34,45,59,28,69.68
87,8,87,3,57,65,37,100.53
66,5,46,3,51,66,33,76.74
54,5,46,6,36,54,21,63.29
52,7,42,9,49,52,29,62.28
48,6,41,3,43,48,28,57.21
41,6,24,17,36,41,23,48.46
53,7,39,23,52,53,36,64
155,9,45,27,57,155,35,167.13
89,8,47,10,72,89,34,103.11
65,6,47,6,37,65,25,74.58
90,7,90,7,56,66,31,103.53
57,6,42,34,42,57,30,66.74
53,7,42,10,53,52,30,63.77
57,7,48,19,53,57,35,68.5
62,6,61,10,62,56,36,74.93
68,6,36,14,40,68,31,76.76
67,6,67,24,32,62,19,78.82
77,8,48,31,58,77,42,89.64
59,6,25,33,37,59,28,67.32
52,8,29,7,32,52,27,59.02
58,7,47,11,55,58,34,69.57
57,7,49,7,56,57,46,68.98
87,7,87,20,59,75,44,102.55
133,8,133,29,51,93,51,151.18
101,8,101,16,65,71,42,116.14
85,7,54,11,69,85,30,98.94
69,11,32,3,69,51,10,78.7
47,9,44,6,31,47,28,55.95
64,7,43,10,64,57,30,75.57
101,9,101,11,58,77,24,116.24
74,9,44,30,61,74,18,86.4
58,8,32,7,58,55,26,68.6
62,9,48,43,55,62,27,74.14
70,9,49,7,52,70,32,81.14
80,9,44,27,68,80,34,93.71
82,10,67,14,64,82,43,96.49
119,11,119,14,33,83,58,135.4
91,15,77,13,64,91,61,107.4
97,10,97,13,58,79,37,112.85
80,16,80,4,45,70,47,94.11
64,16,43,4,29,64,48,74.29
66,7,61,11,27,66,38,77.88
90,7,90,24,54,69,37,104.34
83,9,77,17,52,83,29,98.16
77,11,77,11,42,68,16,89.95
67,8,67,10,41,67,29,79.96
59,7,31,33,32,59,32,66.88
60,8,47,21,48,60,29,70.63
53,8,38,26,21,53,28,61.12
74,7,74,16,39,54,44,85.47
60,7,43,14,56,60,33,71.56
69,11,42,10,39,69,25,78.07
73,13,46,23,59,73,35,85.44
62,7,46,17,58,62,47,74.38
60,7,58,23,53,60,39,72.66
67,8,36,4,20,67,37,74.95
84,8,84,7,30,58,37,95.38
64,10,64,3,50,63,42,77.02
82,9,51,7,48,82,35,93
71,7,40,6,59,71,38,82.81
61,9,39,6,52,61,29,71.57
57,9,44,27,42,57,23,66.79
55,13,45,17,39,55,26,64.69
64,9,50,9,58,64,25,75.97
59,8,44,7,41,59,24,68.36
58,8,58,10,33,53,20,68.28
53,8,48,7,33,53,11,62.3
59,8,47,10,24,59,39,68.76
77,7,77,14,25,53,34,87.5
59,6,38,10,58,59,33,70.52
62,7,44,6,55,62,30,73.25
47,8,39,13,16,47,40,55.61
63,8,58,39,21,63,45,75.23
66,7,51,11,28,66,39,76.45
64,6,64,7,53,59,31,76.32
56,6,31,23,31,56,20,63.12
54,6,26,4,25,54,14,59.59
51,9,28,9,19,51,20,56.85
58,8,29,21,25,58,29,64.8
72,9,40,7,40,72,39,81.03
56,8,31,11,54,56,42,67.12
62,10,38,19,42,62,41,71.59
64,9,44,10,64,62,47,76.82
72,13,47,13,59,72,49,84.63
59,7,47,6,57,59,38,70.86
81,7,42,14,31,81,30,89.8
54,6,31,39,37,54,20,62.78
50,7,29,10,27,50,32,57.06
70,8,37,30,36,70,52,81.05
61,7,58,6,23,61,52,72.96
69,8,51,13,38,69,58,81.35
77,8,77,37,49,73,57,92.6
71,8,71,21,38,70,48,85.16
81,13,80,27,33,81,54,97.03
80,10,80,34,55,76,60,96.28
46,9,27,4,46,33,20,52.92
43,5,38,9,21,43,34,51.05
58,7,29,7,23,58,32,64.92
36,6,25,36,14,35,29,43.54
34,5,19,34,15,23,20,39.18
44,5,29,11,12,44,28,50.26
43,6,33,29,43,33,30,50.84
36,6,36,34,26,29,35,44.11
53,7,38,36,38,53,34,62.07
39,9,29,19,24,35,39,46.65
37,10,36,11,23,37,37,45.13
54,13,38,23,25,54,42,63.29
43,9,40,13,14,43,38,51.53
54,9,30,27,18,54,23,60.76
38,9,38,10,9,36,33,45.52
31,10,25,6,12,31,29,37.1
38,10,17,4,14,38,26,43.27
55,8,21,33,24,55,22,62.09
38,8,19,4,14,38,25,43.18
39,10,28,9,12,39,26,45.03
48,11,31,14,30,48,25,55.04
34,10,31,3,34,25,25,40.63
42,13,34,20,15,41,42,50.68
60,9,30,9,25,60,37,67.82
61,10,36,16,36,61,49,71.29
102,10,40,102,30,74,47,116.95
66,9,36,36,26,66,42,75.43
57,9,46,27,32,57,41,67.22
35,8,26,31,30,35,17,42.09
57,6,17,14,20,57,27,62.73
53,8,21,14,38,53,36,61.28
35,7,35,16,26,32,31,42.26
53,11,35,16,24,53,41,61.81
54,8,35,7,20,54,42,62.68
42,2,37,11,40,33,42,50.75
58,2,31,31,41,58,24,66.82
39,3,30,17,39,37,36,47.32
51,2,28,20,51,47,28,60.43
45,2,30,14,36,45,36,53.1
52,2,23,41,40,52,28,61.19
54,3,22,4,54,37,34,61.8
58,3,34,4,58,52,29,68.19
62,2,27,50,44,62,27,72.8
51,2,26,20,30,51,25,57.72
59,2,23,21,38,59,25,66.85
54,3,29,29,30,54,32,61.49
71,5,27,33,50,71,33,81.4
84,3,24,36,41,84,30,93.06
59,3,29,36,59,53,26,69.88
50,5,31,20,50,31,29,57.23
55,6,26,33,50,55,29,65.31
48,6,32,43,38,48,32,57.69
53,8,28,13,53,53,49,64.3
69,7,28,10,56,69,29,79.68
53,6,28,6,25,53,37,60.63
25,6,19,7,17,25,23,29.94
68,6,25,26,31,68,40,76.63
70,6,20,10,39,70,42,78.91
70,6,26,16,33,70,31,77.4
57,5,21,7,30,57,35,64.36
54,5,26,13,39,54,25,61.96
65,5,27,11,39,65,22,72.91
41,7,31,29,31,41,37,49.37
64,6,28,14,44,64,35,73.25
55,5,32,23,39,55,46,65
61,7,34,26,43,61,43,70.87
92,8,8,7,56,92,35,102.54
66,10,35,14,33,66,30,73.88
65,6,32,17,24,65,37,73.03
57,6,14,4,31,57,27,63.44
45,6,21,4,18,45,32,51.37
61,6,24,4,31,61,40,69.19
69,6,19,33,37,69,33,77.3
71,7,23,24,35,71,32,78.86
83,7,17,10,44,83,31,91.76
67,6,19,7,51,67,25,76.48
62,6,19,4,27,62,27,67.94
66,7,20,30,21,66,31,73.04
46,6,20,17,30,46,26,52.6
63,7,23,9,37,63,42,71.86
64,8,28,13,41,64,47,74
62,7,19,10,41,62,28,70.2
71,7,15,14,28,71,25,77.1
87,8,14,10,33,87,28,93.91
45,7,19,9,30,45,28,51.53
37,8,25,19,19,37,30,43.59
35,5,25,30,17,35,24,41.62
37,3,26,6,22,33,37,43.84
44,5,21,20,17,44,18,48.9
49,6,28,34,17,49,36,57.06
39,8,29,11,25,39,38,46.95
49,6,27,19,23,45,49,58
48,3,27,20,48,40,31,56.52
37,5,26,17,19,37,22,42.77
55,9,26,20,19,55,47,64.22
67,9,10,3,25,67,31,73.31
68,8,31,20,19,68,43,76.86
41,6,28,16,25,40,41,49.28
58,7,31,36,20,58,53,68.84
64,6,31,46,24,63,64,76.91
44,7,30,11,35,40,44,52.64
70,7,32,31,23,70,41,78.9
47,7,29,27,28,47,34,54.72
46,7,24,4,26,46,29,52.31
59,9,35,6,26,59,27,66.36
56,18,34,36,23,56,53,67.07
87,10,27,29,66,87,57,100.97
92,7,27,43,55,92,47,104.07
72,9,35,17,35,72,53,82.83
63,8,31,6,45,63,32,72.19
60,6,30,11,18,60,33,67.09
55,11,29,14,27,55,54,65.48
78,10,31,7,37,78,38,86.44
75,7,28,3,21,75,39,82.84
59,6,26,6,31,59,38,66.95
52,3,25,9,32,52,36,59.71
71,7,25,23,28,71,28,77.63
48,7,36,6,17,48,24,55.14
54,7,28,10,29,51,54,63.93
61,8,39,21,27,61,45,70.74
71,7,31,11,51,71,55,82.71
58,8,31,14,25,58,36,65.81
68,11,34,21,35,68,39,76.81
54,8,25,11,40,54,39,62.75
41,8,36,6,17,41,23,48.11
54,14,35,11,17,54,33,61.63
62,8,28,7,31,62,43,70.79
71,9,31,7,32,71,55,81.72
72,9,34,19,32,67,72,84.86
69,7,31,14,38,69,43,78.32
78,7,38,6,32,78,41,86.89
84,9,30,19,31,84,43,93.07
39,13,36,11,18,39,34,46.83
55,9,39,16,33,55,47,65.07
81,8,30,44,32,81,28,90.44
57,9,34,10,57,49,38,67.22
55,9,28,10,46,55,43,64.9
98,8,32,19,98,67,24,110.59
54,10,36,13,26,54,34,61.98
62,15,36,27,61,62,49,75.01
63,11,37,19,42,63,32,72.28
78,6,35,40,64,78,35,91.06
76,6,33,51,57,76,41,88.64
65,7,31,7,56,65,49,76.68
85,10,30,13,54,85,40,96.06
64,9,38,9,33,64,30,72.22
61,7,34,29,32,61,42,70.29
58,8,38,39,52,58,33,69.25
41,9,38,11,41,27,35,49.3
52,10,34,17,24,52,43,61.07
70,11,40,24,46,70,48,80.89
72,16,46,23,46,72,71,86.49
78,6,45,29,32,78,47,88.58
70,8,41,33,48,70,42,80.86
63,5,38,34,30,63,39,72.08
75,5,41,24,38,75,36,84.3
56,5,43,13,32,56,43,65.55
66,3,45,20,43,66,44,76.24
67,3,48,57,31,67,42,79.44
53,6,43,49,17,53,42,63.74
72,9,44,10,19,72,71,85.52
86,7,41,33,31,86,52,97.2
78,16,43,13,36,78,56,89.72
61,10,44,6,17,58,61,72.5
105,6,38,16,55,105,46,116.69
54,7,40,11,43,54,45,63.99
50,8,43,16,30,50,46,60.05
62,7,49,9,62,55,38,73.71
85,11,41,9,85,40,49,95.51
53,11,43,50,44,41,53,64.49
64,11,43,6,64,46,49,74.79
62,10,40,23,45,62,43,72.26
49,9,39,27,27,49,35,57.77
76,9,39,19,18,76,25,83.93
48,14,37,6,20,48,28,55.69
53,22,43,20,38,53,34,62.67
66,10,30,16,29,66,34,73.6
37,11,37,6,30,29,36,44.76
57,13,42,4,57,22,27,65.39
46,14,45,14,22,31,46,55.16
56,7,34,56,26,51,45,67.17
65,7,42,65,51,35,40,76.32
54,9,44,39,43,54,50,65.43
139,7,64,52,69,139,60,154.86
61,9,40,6,37,61,44,70.58
42,9,30,9,36,30,42,49.77
47,7,42,27,28,38,47,56.37
54,7,54,9,25,41,49,64.15
53,15,38,4,52,53,41,63.95
65,24,40,14,32,65,24,73.7
63,19,35,11,48,63,28,73
61,17,32,3,36,61,31,68.99
43,9,43,27,30,38,31,51.48
52,10,49,20,23,45,52,62.56
51,9,50,11,29,51,37,61.24
45,10,45,40,29,40,44,55.08
65,16,49,26,65,35,50,76.33
79,13,61,24,52,79,45,92.26
55,14,46,16,40,55,55,66.81
90,15,90,26,72,77,73,107.31
67,15,67,13,58,67,60,81.64
48,14,48,24,31,44,29,57.35
40,14,32,23,23,40,22,46.99
51,10,42,33,51,45,26,61.13
46,13,40,46,34,31,38,55.33
63,14,48,17,33,40,63,73.34
74,8,58,36,74,68,74,90.46
57,8,49,14,24,57,17,66.25
41,8,41,17,15,25,38,48.67
42,15,42,13,37,33,37,50.49
55,13,44,10,30,33,55,64.21
65,15,43,11,51,38,65,75.97
61,8,32,6,41,61,29,69.55
49,10,49,14,48,41,46,59.7
100,9,100,9,65,54,58,114
74,7,74,9,46,55,35,85.5
71,8,71,9,41,60,40,83.11
71,9,44,13,37,71,30,80.4
89,8,80,14,62,89,48,105.42
122,7,122,6,64,59,47,135.69
61,9,61,10,54,49,38,72.6
51,15,36,11,23,51,24,58.47
38,17,21,7,16,38,18,42.78
41,15,39,30,36,41,28,49.96
46,8,33,21,16,46,22,52.87
43,14,43,40,16,28,26,51.38
51,10,49,6,51,40,32,61.25
66,14,46,7,57,66,50,78.32
61,14,46,7,49,61,43,71.86
50,9,42,7,41,50,16,58.92
55,8,44,55,47,40,25,65.63
40,7,39,40,30,38,18,48.78
45,9,45,14,30,27,40,53.41
58,10,58,30,38,45,43,68.36
49,14,49,47,44,37,31,59.75
97,9,97,10,50,46,55,108.96
75,9,67,9,45,75,45,88.47
47,9,47,4,31,41,37,55.84
47,7,47,7,39,45,26,56.43
45,8,45,20,40,39,37,54.17
80,8,80,9,70,55,42,94.35
60,8,48,6,60,54,44,71.6
37,8,31,3,27,37,23,43.65
26,15,26,3,25,25,15,31.63
39,15,39,14,26,33,37,47.16
61,11,61,27,49,48,40,72.2
84,13,84,11,53,56,54,96.53
90,10,90,14,72,64,49,105.36
52,10,48,4,39,52,18,61.75
48,16,48,24,37,46,34,58.07
59,9,43,6,39,59,35,68.34
64,10,64,3,43,54,33,75.14
105,17,105,27,56,71,42,120
100,20,100,14,54,61,36,113.11
83,19,48,19,58,83,42,95.51
56,22,41,9,38,56,28,65.14
62,11,54,7,46,62,34,73.37
51,8,43,6,26,51,36,59.99
55,8,37,7,32,55,36,63.22
45,13,40,30,31,45,23,53.74
59,14,36,7,44,59,39,68.62
62,14,47,37,48,62,34,73.11
46,24,39,6,34,46,27,54.63
61,15,43,29,37,61,37,70.77
67,9,67,16,36,54,34,77.99
74,9,35,4,55,74,37,85.02
77,10,77,14,35,55,37,88.18
60,10,49,9,53,60,45,71.59
64,18,64,13,36,61,37,76.21
79,18,49,6,38,79,34,89.35
58,16,47,4,29,58,28,67.42
68,11,50,29,39,68,37,78.88
73,11,50,4,41,73,43,83.73
64,19,64,4,47,61,39,76.7
48,19,36,10,31,48,26,55.95
54,17,45,4,20,54,23,62.68
67,17,67,20,29,58,41,78.9
134,16,90,14,86,134,54,153.34
183,18,115,7,96,183,61,206.7
80,11,43,6,59,80,34,91.96
58,14,35,3,33,58,22,65.65
49,14,35,10,39,49,20,57.38
66,14,46,7,49,66,46,76.92
133,10,133,4,54,76,54,148.42
84,11,84,4,68,77,48,100.17
72,9,67,7,44,72,29,85.08
52,7,48,19,42,52,31,62.37
50,11,44,26,49,50,29,60.76
51,13,42,7,36,51,13,59.69
72,8,42,4,46,72,32,81.84
84,8,84,4,50,59,42,96.39
71,9,71,10,41,62,28,83.2
52,8,44,7,19,52,37,61.06
49,9,46,14,31,49,34,58.59
45,7,45,7,21,44,44,54.43
61,9,61,11,31,48,43,71.28
156,8,156,24,43,63,53,169.52
93,8,93,6,38,68,58,107.08
126,8,126,11,31,71,28,139.06
66,9,44,13,24,66,23,74.61
93,10,93,21,23,64,28,104.98
105,7,105,9,34,68,38,118.03
57,8,50,20,28,57,23,66.84
58,7,51,21,45,58,26,68.91
59,7,51,37,59,56,26,71.28
58,8,58,39,32,54,32,69.41
67,7,67,9,30,60,12,77.99
51,9,51,7,19,47,33,60.33
87,7,87,14,25,49,37,97.05
64,9,64,9,29,55,46,75.4
71,10,71,9,21,55,27,81.31
56,8,49,3,17,56,32,65.48
54,13,48,3,31,54,28,63.6
71,10,47,4,22,71,25,79.98
63,14,45,3,34,63,32,72.4
53,13,36,6,24,53,32,60.8
48,11,45,3,23,48,32,57.06
53,11,47,6,33,53,32,62.62
55,11,49,10,35,55,28,64.98
105,11,105,14,23,54,33,115.6
71,11,71,3,26,62,25,82.35
64,11,64,7,28,62,28,75.55
90,7,90,3,11,50,31,99.44
43,7,34,11,16,43,21,49.76
47,7,37,43,31,47,29,56.57
48,8,48,7,37,47,27,57.67
58,8,58,3,25,54,25,68.04
55,8,34,19,21,55,21,62.03
41,7,35,40,31,41,20,49.84
42,8,39,29,25,42,21,50.3
49,9,32,4,17,49,26,55.66
66,13,43,10,29,66,35,75.14
67,10,41,11,31,67,34,75.79
73,11,44,3,20,73,26,81.55
88,16,51,10,19,88,27,97.8
82,15,61,23,47,82,57,95.55
79,13,74,9,37,79,32,92.94
115,8,115,9,45,79,36,130.08
63,9,61,10,36,63,28,74.8
71,11,71,4,34,60,26,82.48
66,9,54,9,23,66,27,76.18
105,8,105,9,28,68,22,117.3
100,9,100,11,30,67,29,112.44
66,9,38,4,24,66,25,73.65
48,9,38,3,15,48,29,55.66
51,10,32,6,28,51,34,58.52
35,10,33,3,22,35,26,41.92
36,9,36,4,17,32,25,42.61
43,8,42,21,22,43,29,51.69
48,8,48,4,38,36,26,56.22
67,8,67,9,35,47,30,76.66
80,9,80,7,36,47,42,90.12
59,8,51,4,34,59,32,69.19
56,11,38,1,19,56,33,63.96
41,11,38,24,12,41,28,48.93
56,13,42,21,14,56,27,64.48
43,10,43,7,17,41,30,51.26
64,11,64,11,26,53,42,74.9
93,13,93,17,29,52,40,103.85
71,19,71,10,25,60,36,82.78
74,16,74,10,28,58,36,85.48
55,17,50,20,20,55,32,65.07
49,11,29,6,18,49,27,55.34
52,10,31,9,32,52,38,60.21
42,15,38,14,42,41,32,51.13
35,10,31,10,19,35,18,41.26
31,7,31,16,29,26,12,37.28
34,7,30,26,22,34,13,40.57
37,7,25,14,18,37,10,42.2
36,11,19,6,9,36,8,39.8
54,13,22,6,15,54,19,58.87
52,11,31,6,18,52,27,58.64
55,15,37,17,38,55,33,63.7
52,10,42,33,31,52,40,61.68
43,9,33,4,43,35,27,50.66
47,9,38,4,33,47,34,55.28
47,8,47,4,30,38,20,54.8
58,8,37,37,58,51,34,69
49,9,28,23,49,48,38,59.21
43,10,31,10,27,43,43,51.84
53,10,38,24,53,49,37,63.57
37,9,31,7,30,37,35,44.65
45,10,33,4,24,45,38,53.07
60,13,38,27,30,60,43,69.62
96,11,48,16,96,43,26,106.3
70,9,46,10,70,60,49,82.66
63,10,47,4,53,63,38,74.3
43,11,33,4,24,43,25,49.94
45,10,26,9,34,45,24,52.17
43,10,23,29,20,43,24,49.51
43,10,32,9,12,43,29,49.78
54,11,38,17,37,54,38,62.79
48,8,31,7,24,48,30,54.86
29,8,24,21,7,29,22,34.35
57,7,22,24,57,23,25,62.92
48,10,26,27,48,38,43,57.51
49,8,21,14,7,49,21,53.71
39,8,31,16,10,39,33,46.1
45,9,34,7,36,45,43,54.18
62,11,27,10,60,62,49,74.31
164,11,34,9,50,164,46,174.79
59,2,30,6,53,59,22,69.03
45,2,23,30,19,45,21,51.47
47,3,28,23,16,47,30,53.71
80,5,32,9,31,80,43,88.9
75,9,32,6,54,75,53,86.63
80,7,36,20,61,80,54,93.04
67,8,35,9,56,67,40,78.36
48,2,23,39,13,48,19,55.66
54,3,29,54,22,34,37,62.3
50,3,30,10,39,50,36,58.48
44,2,36,6,14,44,39,52.07
44,3,29,9,33,44,32,51.34
51,2,29,4,14,51,24,56.93
49,2,31,4,18,49,33,55.96
36,2,31,36,15,36,23,43.73
41,2,31,14,23,24,41,47.61
33,2,33,19,14,33,33,40.28
50,2,29,14,15,50,33,57
49,3,28,10,15,47,49,57.98
82,6,26,6,44,79,82,96.75
62,5,33,6,27,62,39,70.21
52,2,30,4,18,52,17,57.84
43,2,34,3,13,43,11,49.05
38,2,34,4,8,38,26,44.66
55,3,31,11,12,55,34,62.14
53,2,26,9,21,53,25,58.77
40,3,26,11,21,40,36,47.37
44,2,25,20,12,44,35,51.16
53,2,19,13,31,53,30,59.81
56,3,20,6,40,56,35,64.3
59,3,19,7,20,59,32,65.35
71,6,18,13,26,71,30,77.48
75,7,21,10,39,75,31,83.09
64,3,22,6,38,64,29,71.74
55,3,19,9,38,55,36,63.09
62,3,31,9,62,37,26,69.83
45,5,24,17,42,45,36,53.97
84,5,17,3,50,84,27,93.32
54,3,34,3,16,54,23,60.66
38,2,38,13,8,35,23,44.84
36,2,24,9,10,36,22,41.1
43,3,23,34,12,43,26,50.13
44,2,28,29,15,44,29,50.68
38,2,30,24,16,27,38,44.67
28,3,24,26,16,27,28,34.18
42,3,29,4,16,42,25,48.03
47,2,25,3,12,47,29,52.92
53,3,17,14,17,53,25,58.25
54,3,30,1,13,54,25,60.08
30,3,27,10,14,30,28,36.06
43,5,29,13,11,43,25,49.13
52,2,27,3,14,52,25,57.66
31,2,31,3,12,25,10,35.63
31,2,31,1,9,29,24,36.78
33,2,29,3,10,32,33,39.53
42,2,31,30,11,42,39,50.24
50,2,32,27,15,50,32,57.26
43,2,34,31,15,43,27,50.51
34,2,34,16,13,30,32,40.9
47,2,33,37,25,47,26,55.24
34,2,34,9,25,22,34,40.99
39,3,23,4,20,39,39,46.51
48,3,20,4,31,48,39,55.91
61,5,21,4,32,61,39,69.01
58,5,20,1,21,58,38,65.26
47,5,26,1,10,47,23,52.36
37,2,33,37,17,35,17,44.6
40,3,30,11,19,40,37,47.68
67,3,30,39,31,67,28,75.59
58,3,24,9,20,52,58,67.61
57,5,37,4,21,57,42,65.71
61,3,35,13,19,61,35,68.67
57,2,33,16,10,57,30,63.99
42,2,31,11,20,39,42,50.04
51,2,31,23,17,35,51,58.62
63,3,27,4,22,58,63,73.6
61,5,25,9,20,61,39,68.73
77,6,29,36,40,77,46,87.26
65,6,29,6,17,65,47,74.02
52,3,31,3,16,52,38,59.66
65,3,29,7,25,65,36,72.52
62,3,27,6,25,62,34,69.1
37,2,32,19,11,37,24,43.62
36,2,33,11,24,32,36,43.27
39,2,31,24,16,36,39,46.77
48,2,28,11,17,25,48,54.03
46,5,22,7,19,46,29,52.02
67,5,25,31,21,67,30,74.12
68,8,26,16,32,68,42,76.82
69,9,28,6,27,69,35,76.43
35,5,31,16,9,31,35,41.75
37,2,33,10,20,33,37,44.22
56,3,30,4,26,56,42,64.43
62,5,32,11,23,62,40,70.33
40,5,32,24,17,40,33,47.42
40,2,28,10,17,40,30,46.46
61,2,32,23,31,61,37,69.25
55,3,33,41,46,55,54,66.91
73,6,36,3,27,42,73,81.79
69,6,40,29,69,54,58,81.84
68,3,37,14,19,41,68,76.69
41,5,34,3,11,36,41,48.45
86,3,27,1,23,86,39,93.73
71,5,27,4,24,71,43,79.42
59,5,35,4,19,59,42,67.57
58,5,31,7,25,58,41,66.39
57,3,41,31,57,41,21,66.27
33,3,30,24,19,33,33,40.34
40,3,30,1,14,40,19,45.8
53,3,31,23,26,47,53,62.61
69,13,35,19,23,69,40,77.72
62,6,35,1,62,62,28,73.74
39,2,35,1,10,28,39,45.9
41,2,34,4,14,34,41,48.18
64,2,35,11,21,64,26,71.21
66,2,45,10,18,66,22,74.43
39,2,39,16,16,25,32,45.71
37,3,37,19,15,32,37,44.86
75,3,38,39,35,75,46,85.34
59,3,36,6,14,59,32,66.43
78,3,42,7,24,78,48,87.95
71,3,34,7,22,71,36,78.71
68,3,31,4,18,68,23,74.27
75,3,38,4,28,75,35,83.12
87,3,44,3,35,87,25,95.94
54,2,29,6,19,54,36,61.37
59,7,24,1,25,59,21,64.52
40,9,31,23,28,40,38,48.36
81,7,32,6,35,81,38,89.29
70,5,44,9,17,70,40,79.17
70,3,35,7,21,70,40,78.34
76,7,38,11,33,76,37,84.5
41,2,41,23,31,31,25,48.18
40,3,40,27,28,23,29,46.78
35,3,35,29,15,29,25,41.63
43,3,37,11,22,43,20,50.3
43,3,42,4,14,30,43,51.19
48,5,40,9,25,37,48,56.58
78,3,43,3,50,78,46,88.75
68,5,32,29,23,68,25,75.26
47,6,36,3,14,47,42,55.53
42,5,42,21,16,41,42,51.14
60,5,39,3,22,60,45,69.27
54,5,40,19,21,54,40,62.85
46,6,39,39,22,46,42,55.53
57,10,42,7,41,57,49,67.54
37,3,36,3,31,36,37,44.91
45,2,38,19,11,45,29,52.77
36,3,36,10,10,22,33,42.48
40,2,40,26,36,30,32,48.14
48,3,48,10,38,34,40,56.81
42,3,42,1,35,38,25,50.02
44,5,44,11,21,31,42,52.54
62,2,29,10,26,62,34,69.29
44,3,38,24,14,34,44,52.19
41,3,39,24,18,40,41,49.82
41,5,41,7,18,23,26,46.6
45,3,35,3,19,45,29,52.17
43,2,41,9,25,43,28,51.25
58,2,41,10,17,33,58,66.36
46,3,45,29,40,41,46,56.21
49,3,49,30,40,48,42,59.73
69,7,67,29,48,69,42,82.94
108,15,108,27,50,59,52,121.14
119,3,119,47,41,59,49,132.09
126,7,126,20,66,71,79,143.19
57,3,41,17,38,57,28,65.98
217,3,80,37,78,217,96,237.73
64,2,47,9,28,64,42,73.91
52,2,33,1,21,52,43,60.57
54,3,41,30,14,54,28,62.52
61,3,61,4,24,58,36,72.09
77,2,77,3,56,54,32,88.82
50,6,40,11,23,50,16,57.75
57,3,42,16,18,57,24,65.21
61,5,41,7,24,61,35,69.57
59,6,44,7,24,59,28,67.68
57,5,41,9,19,57,20,64.76
49,9,41,4,14,49,25,56.9
42,8,41,3,16,31,42,50.21
61,7,45,29,33,61,38,70.96
41,2,41,3,10,28,25,46.73
73,3,38,23,18,28,73,80.95
64,6,64,37,56,57,49,77.13
55,3,40,55,26,35,40,64.25
56,5,44,14,26,56,36,65.25
59,3,43,3,37,59,31,68.01
67,3,45,3,26,67,31,75.91
64,5,44,3,37,64,38,73.37
50,5,37,46,29,50,42,60.37
43,2,39,26,19,34,43,51.47
37,2,37,23,21,31,20,43.64
49,2,41,17,14,29,49,57.24
52,3,47,11,31,30,52,61.45
38,2,38,9,10,30,32,44.7
54,7,47,6,54,54,43,65.51
64,6,64,24,42,45,58,76.33
80,6,80,9,55,53,49,92.12
80,5,80,11,25,67,60,93.82
80,6,80,47,40,57,55,93.1
115,3,115,6,39,54,61,127.78
151,3,151,3,49,58,51,163.32
112,5,112,3,25,53,42,122.68
87,5,87,3,19,47,44,96.76
50,3,44,3,19,50,31,58.62
51,2,51,1,22,47,25,59.79
61,2,61,19,13,44,23,69.41
87,3,87,9,27,44,30,95.85
61,2,61,9,24,47,34,70.43
67,3,67,9,29,55,43,78.19
80,3,80,9,29,37,37,88.19
108,6,108,26,51,51,51,119.8
57,5,44,3,18,57,51,67.34
44,3,44,17,23,36,28,51.63
67,3,67,26,30,36,47,77
33,2,33,3,24,28,30,39.46
47,5,47,33,25,36,30,55.2
58,3,45,6,44,51,58,68.93
112,3,112,10,50,61,48,124.84
150,2,150,20,41,59,34,162
43,7,43,11,20,30,20,49.19
129,3,129,21,47,47,83,145.19
112,3,112,10,54,58,40,124.43
133,2,133,17,31,50,41,143.53
47,2,42,20,47,45,25,56.77
63,8,54,9,47,63,37,74.45
112,10,112,14,31,54,37,122.95
143,3,143,4,35,60,50,155.31
90,2,90,14,31,63,55,103.12
84,2,84,4,41,37,45,93.64
86,3,74,6,49,49,86,100.68
64,6,64,1,34,59,27,75.22
151,3,151,16,31,52,27,161.24
122,3,122,4,32,58,38,133.35
77,2,77,3,22,54,30,87.12
67,2,67,24,26,39,34,75.57
