Overall AQI Value,CO,Ozone,SO2,PM10,PM25,NO2,Wens AQI
130,13,87,43,48,130,51,147.55
151,14,71,121,49,151,79,175.64
84,14,84,44,26,60,49,96.99
101,17,101,76,39,61,55,117.5
100,9,100,51,33,67,47,114.29
93,9,93,49,55,69,82,110.92
65,11,48,43,35,60,65,78.07
90,7,44,90,40,54,55,102.7
116,7,44,116,36,48,44,127.07
71,11,44,71,20,42,52,82.35
51,13,49,44,36,51,42,62.24
51,8,48,51,12,36,36,61.04
72,10,47,60,53,57,72,85.95
82,11,50,43,29,57,82,94.6
82,9,54,43,31,57,82,94.82
58,9,46,44,23,58,47,68.78
46,10,31,44,19,37,46,55.55
49,10,49,44,20,34,27,58.34
67,13,67,36,19,55,54,79.18
112,16,112,44,48,72,58,127.7
93,14,93,72,54,75,67,110.41
122,10,122,97,52,76,79,143.16
95,10,67,44,41,95,68,110.35
100,16,100,52,35,84,35,116.76
72,23,67,43,24,72,18,85.32
86,16,48,86,24,56,35,98.14
67,20,67,46,27,62,44,80.22
190,16,190,49,53,75,65,206.7
203,19,203,114,60,102,69,227.97
147,16,147,75,56,97,63,167.84
126,9,126,100,36,54,36,145.23
87,16,87,69,32,62,51,102.27
100,9,100,36,38,67,44,113.82
78,13,64,41,35,78,51,91.8
73,9,61,44,30,54,73,86.42
80,9,61,43,30,55,80,93.45
69,10,67,69,31,60,51,83.79
87,11,87,31,35,65,46,100.48
74,20,74,60,46,65,53,88.93
115,14,115,67,21,52,31,128.83
50,7,49,50,21,43,50,61.3
74,10,61,59,32,61,74,88.12
74,9,48,20,35,74,56,85.99
78,11,40,29,46,70,78,92.29
85,14,51,19,33,52,85,96.53
47,11,32,29,19,41,47,55.82
62,10,34,16,22,62,34,69.66
67,11,26,17,26,59,67,78.12
66,13,36,52,29,66,56,78.43
73,9,67,37,45,70,73,88.58
71,10,43,14,24,38,71,80.21
71,11,40,71,22,49,37,81.64
53,13,42,29,22,53,47,63.3
58,17,58,34,20,51,41,68.95
57,11,46,23,32,57,44,67.31
108,11,108,37,56,82,49,124.93
70,11,54,50,52,70,67,84.9
42,7,37,23,24,39,42,50.71
47,8,46,41,27,47,43,57.49
90,19,90,29,31,61,54,103.24
93,14,93,36,32,64,63,107.25
119,14,119,107,45,76,61,141.11
150,15,150,76,70,98,94,172.47
136,16,136,40,67,99,102,158.55
90,10,49,24,52,90,67,104.21
64,9,41,36,32,64,51,75.15
44,20,39,31,14,44,25,52.44
64,11,44,36,23,64,27,73.51
50,9,31,23,22,30,50,57.14
89,8,34,89,52,54,39,101.24
58,10,30,57,27,40,58,69.79
99,14,54,30,57,49,99,111.97
71,8,31,49,71,61,50,84.33
64,13,31,52,37,51,64,75.84
54,15,45,54,16,35,42,64.02
100,7,54,36,49,59,100,113.32
115,9,115,55,56,80,97,135.86
133,8,133,33,51,74,102,153.76
95,7,71,33,29,56,95,109.76
147,10,147,29,66,111,76,169.45
49,14,38,49,44,47,38,59.91
61,18,61,43,27,55,48,73.23
87,9,54,31,54,68,87,101.69
82,8,40,26,42,56,82,93.9
62,8,31,62,14,31,52,72.33
87,15,37,34,53,87,78,102.92
87,15,41,87,29,45,61,99.95
77,11,77,31,28,51,58,89.54
97,8,97,56,31,71,56,112.27
72,10,33,72,29,59,33,83.84
62,13,44,46,50,62,34,73.49
67,16,34,67,38,55,49,79.3
95,17,74,95,54,71,65,112.2
72,17,37,27,50,72,55,84.2
68,13,67,21,47,68,42,81.79
77,14,77,23,36,70,54,91.52
76,13,44,76,55,69,41,90.93
120,9,32,120,54,110,31,140.55
77,9,18,59,76,77,21,92.22
79,9,29,31,29,30,79,86.4
66,15,29,47,34,57,66,78.31
61,19,22,52,48,61,44,72.71
56,14,27,23,30,56,38,64.34
91,14,48,19,46,72,91,105.64
66,13,25,40,44,63,66,79.08
88,15,35,14,50,56,88,100.04
64,8,41,23,31,49,64,74.56
55,8,22,55,19,38,45,64.55
75,9,40,75,23,30,38,84.05
64,6,64,34,31,40,27,72.92
58,10,31,51,32,52,58,69.71
76,10,28,39,26,52,76,86.93
53,16,29,52,53,42,49,64.83
69,11,31,69,15,24,42,77.74
95,20,23,33,25,61,95,106.96
112,15,30,33,28,68,112,125.16
141,16,33,141,22,55,46,152.81
83,10,33,24,51,49,83,94.34
77,10,35,41,53,67,77,91.32
75,7,30,75,51,66,69,90.34
84,17,28,71,53,68,84,99.84
87,17,24,54,52,78,87,103.09
73,15,31,51,40,55,73,85.37
52,15,29,36,38,52,43,61.8
121,11,28,121,81,63,44,137.85
64,8,25,47,61,64,62,77.87
103,10,25,33,28,47,103,112.86
77,10,19,24,50,61,77,89.61
74,9,21,16,54,74,58,86.23
68,9,24,27,30,68,48,77.81
85,8,19,11,21,85,31,91.38
94,10,26,39,42,80,94,109.5
102,16,22,36,46,60,102,114.62
104,7,23,104,56,56,56,116.85
78,9,27,59,72,78,48,93.34
54,14,19,27,36,54,45,63.61
71,11,26,39,21,71,34,79.6
84,9,27,26,14,84,33,91.19
93,10,16,16,28,93,41,101.29
110,14,19,24,52,110,30,120.3
48,16,23,27,9,48,21,54.03
94,11,29,43,34,94,30,103.44
57,10,21,49,26,57,48,67.79
61,10,19,26,18,61,34,68.24
65,9,22,20,15,65,36,72.29
87,14,13,46,38,87,56,98.87
86,11,26,69,39,53,86,100.41
82,9,19,67,26,45,82,95.29
89,11,21,64,30,60,89,102.73
67,11,28,61,42,52,67,80.26
47,9,25,13,19,45,47,55.73
69,9,21,33,21,69,38,77.28
55,8,21,40,29,47,55,65.13
74,13,34,29,36,53,74,85.14
71,11,31,46,20,52,71,82.23
74,16,23,40,39,74,73,88.35
68,9,17,50,24,68,50,78.91
87,11,26,47,35,87,45,97.63
60,10,34,29,15,60,41,68.83
92,16,23,29,31,92,89,108.1
75,19,22,11,19,75,58,85.67
76,13,27,30,22,64,76,88.21
68,11,28,44,16,68,62,80.49
73,11,28,59,25,66,73,87.02
67,11,29,67,16,62,40,79.31
69,13,32,69,25,63,33,81.37
126,10,23,49,29,126,58,138.29
76,11,21,67,28,76,67,90.49
140,13,19,76,51,140,79,157.18
139,13,19,33,54,139,49,150.72
122,15,6,24,36,122,54,132.74
76,13,23,31,25,76,32,83.44
70,9,20,27,44,70,22,78.88
50,11,19,39,19,48,50,60.02
62,11,22,62,16,54,40,72.97
75,15,25,75,29,72,65,90.28
63,14,22,33,21,58,63,74.35
96,13,20,60,15,96,38,107.73
66,10,23,33,18,66,35,73.82
71,10,19,49,19,71,34,80.91
93,16,13,14,31,93,49,102.63
93,5,24,57,33,93,39,104.69
56,10,27,44,21,54,56,67.36
76,10,21,76,30,70,66,90.92
70,7,19,70,28,68,57,84.06
89,6,20,21,19,89,33,95.84
72,6,21,72,15,59,25,82.88
59,5,30,27,22,59,51,69.18
51,7,28,51,17,38,42,60.17
104,10,19,104,30,63,58,117.43
73,10,17,31,21,73,39,81.26
69,8,19,56,19,69,54,80.94
77,9,17,29,22,77,41,85.47
92,7,20,90,26,92,32,108.09
81,7,23,31,26,70,81,94.1
76,11,19,76,34,55,65,89.67
64,8,14,36,30,63,64,76.21
58,7,19,44,15,54,58,69.05
76,8,20,36,31,51,76,86.55
52,7,29,44,31,52,28,61.36
90,8,28,90,20,39,38,98.79
66,8,22,39,31,46,66,75.99
78,10,27,65,16,71,78,92.86
95,10,22,95,24,59,71,109.62
104,11,28,104,41,66,69,119.14
92,11,18,47,52,92,60,105.01
75,9,28,33,20,75,44,84.3
93,14,31,62,45,93,70,108.26
94,14,29,94,18,81,58,110.13
64,8,25,46,31,64,25,73.53
49,9,26,49,27,40,44,58.75
74,14,31,31,27,74,47,83.9
65,9,26,29,17,54,65,75.5
73,13,25,44,18,73,43,82.74
87,11,21,37,22,87,36,95.32
78,19,18,40,44,74,78,92.66
61,16,29,46,14,55,61,72.59
55,9,28,34,15,32,55,62.65
73,11,24,26,19,58,73,83.97
74,10,28,55,20,65,74,87.56
85,8,31,59,19,85,40,96.93
51,5,34,39,51,50,32,61.82
65,14,27,44,32,59,65,77.37
76,11,29,24,25,76,68,88.74
99,11,29,51,38,77,99,114.55
74,11,27,51,33,74,64,87.46
101,9,32,101,34,68,78,117.51
69,11,31,49,34,68,69,83.06
67,11,33,36,14,67,35,75.2
80,6,29,80,31,53,46,91.51
71,7,29,21,29,42,71,79.82
101,8,34,19,39,54,101,112.19
78,13,31,34,25,63,78,90.4
77,13,26,67,26,68,77,91.72
97,10,43,64,42,97,65,111.75
106,15,41,50,37,106,66,120.11
102,16,27,16,23,77,102,115.84
91,15,37,26,25,55,91,102.27
88,8,37,43,41,62,88,101.09
91,13,40,91,28,67,86,108.74
70,15,38,69,22,70,58,84.6
87,15,32,74,27,87,50,101.93
61,15,38,36,16,61,45,70.84
72,14,31,24,19,51,72,82.2
70,16,37,62,21,63,70,83.87
95,16,31,34,29,55,95,106.31
102,10,35,23,31,76,102,116.33
95,18,37,31,52,59,95,107.99
48,13,35,20,36,36,48,56.43
59,10,32,33,21,59,46,68.71
104,11,38,47,22,70,104,118.16
87,9,36,47,46,87,74,102.18
96,17,40,29,33,78,96,111.11
82,10,40,56,28,59,82,95.11
74,15,42,39,54,59,74,87.32
41,18,34,39,36,41,35,50.21
37,15,37,27,26,33,32,44.76
63,11,30,14,20,63,42,71.59
72,14,26,17,22,72,72,85.02
104,16,37,47,34,69,104,118.28
70,16,40,44,50,49,70,81.79
48,11,37,16,13,48,32,55.84
43,13,43,24,8,26,42,51.42
55,11,47,27,28,45,55,65.51
91,11,40,82,38,45,91,107.22
71,7,41,71,60,63,37,85.08
94,9,39,44,39,54,94,105.95
84,16,38,84,22,51,66,97.81
47,18,37,17,20,40,47,55.78
47,9,39,33,18,45,47,56.81
67,10,31,11,18,67,36,74.63
66,17,31,29,20,66,65,78.45
79,10,39,60,19,49,79,91.71
90,22,44,26,31,62,90,102.86
86,13,43,26,31,63,86,98.87
111,16,49,23,27,62,111,123.91
81,14,51,44,27,81,50,92.71
87,11,87,19,31,77,45,101.91
72,8,35,29,55,72,60,85.11
72,13,30,26,26,72,68,84.87
51,9,35,36,15,51,42,60.19
66,9,34,31,18,66,35,74.02
54,8,37,54,21,53,48,65.59
66,7,38,43,15,22,66,75.16
44,17,44,10,19,30,28,50.72
89,14,44,19,27,28,89,98.06
80,14,45,69,35,56,80,94.89
86,7,64,60,54,59,86,100.93
113,14,64,29,61,77,113,129.69
78,11,74,60,48,74,78,95.07
85,19,48,17,20,76,85,99.75
93,15,46,66,31,93,58,107.49
113,15,64,49,56,113,106,134.35
106,16,84,26,51,96,106,126.3
108,22,71,57,64,74,108,125.29
102,8,67,75,54,87,102,121.3
86,8,71,27,44,86,62,101.25
62,7,58,59,15,62,60,75.48
55,9,51,47,28,55,48,66.64
80,9,47,29,21,52,80,91.24
52,10,47,24,18,45,52,62.24
73,13,61,46,45,73,70,88.5
103,11,58,34,51,86,103,120.61
72,8,47,36,28,72,57,84.26
76,8,36,76,18,48,51,87.21
66,11,64,66,19,48,62,80.15
101,11,71,41,42,65,101,116.67
97,10,97,69,64,74,86,116.36
108,9,50,29,29,54,108,119.85
86,24,44,50,14,23,86,96.78
100,22,44,30,31,42,100,110.14
61,23,46,56,31,53,61,73.82
51,9,46,24,18,51,23,60.01
46,11,43,36,19,45,46,56.11
103,9,64,20,36,49,103,116.26
74,11,39,24,29,55,74,85.37
90,38,44,33,22,47,90,100.89
85,15,71,82,63,55,85,103.36
92,7,50,92,51,56,36,104.74
46,9,37,29,21,33,46,54.29
93,11,43,59,31,48,93,105.84
133,7,40,133,35,53,69,147.57
107,9,41,57,35,55,107,119.91
80,11,30,43,23,25,80,89.02
83,19,32,44,25,24,83,92.37
51,27,45,29,39,51,37,61.29
67,9,67,34,31,60,44,79.59
107,7,48,107,30,55,36,119.04
88,7,35,21,72,54,88,102.69
105,28,43,51,33,40,105,116.54
117,13,58,62,53,68,117,132.65
83,10,44,24,47,83,69,97.16
77,9,54,77,23,48,46,88.97
84,9,84,67,19,41,53,97.99
108,15,108,67,58,66,107,130.03
104,11,58,17,31,85,104,120.72
105,17,47,43,52,99,105,124.42
65,9,47,64,41,65,40,78.66
70,5,40,70,45,61,34,82.93
59,6,41,33,24,59,24,67.82
52,6,41,21,17,52,28,60.37
81,9,39,46,18,43,81,91.28
68,9,54,55,29,40,68,80.42
93,9,71,24,50,59,93,108.17
105,6,105,49,46,66,69,120.61
60,6,43,56,29,48,60,72.3
74,7,67,60,26,74,47,88.58
50,8,49,50,33,48,45,61.39
53,6,45,39,28,53,42,63.25
85,7,44,85,54,63,57,99.33
47,11,46,47,32,44,47,57.98
105,10,105,41,48,56,70,120.18
97,13,84,54,59,66,97,115.29
62,8,50,33,35,62,45,73.19
68,13,46,31,24,68,40,78.13
48,9,43,20,29,48,42,57.62
60,14,51,56,47,60,60,73.9
62,7,51,19,39,62,57,74.33
87,8,87,74,46,67,78,104.74
63,9,44,23,38,63,51,74.16
43,7,42,43,34,43,29,52.88
47,7,36,27,25,47,22,54.76
74,9,40,62,36,55,74,87.66
97,9,97,76,39,48,85,115.38
80,7,80,34,58,68,57,94.99
58,11,32,17,28,58,53,68.56
75,8,45,34,31,75,31,84.77
101,10,101,54,53,97,51,120.43
97,16,97,34,32,80,53,113.13
70,7,45,57,51,68,70,85.04
115,7,48,115,28,48,56,127.39
84,10,44,84,30,48,56,96.38
72,7,46,44,38,54,72,84.11
80,9,80,51,32,76,60,96.15
61,6,45,61,25,49,39,71.94
110,5,36,110,18,41,27,118.9
106,8,61,106,27,59,53,119.78
80,11,80,57,55,60,79,97.2
94,8,90,37,53,66,94,112.68
108,9,108,36,62,89,63,126.55
115,9,115,33,53,89,100,136.26
77,9,47,11,24,77,39,86.79
90,8,90,75,31,62,37,105.79
103,9,48,23,21,60,103,115.37
56,8,35,36,31,54,56,67.3
64,10,38,54,31,42,64,75.68
97,10,51,97,40,58,55,110.37
84,8,84,30,45,66,83,101.33
75,8,50,20,33,75,33,85.29
102,9,58,77,40,102,39,118.12
140,19,140,56,52,82,97,161
126,16,126,27,48,77,74,142.91
100,7,100,86,33,53,50,117.28
111,7,47,111,37,58,68,125.85
133,8,105,133,32,66,69,154.24
49,7,49,17,23,49,26,58.52
74,7,74,21,14,53,35,84.47
73,8,40,27,28,73,54,84.28
84,7,84,46,31,72,50,98.91
134,7,43,134,30,58,71,149.08
102,7,42,102,48,45,50,113.71
44,9,38,44,26,41,41,53.57
59,10,42,59,27,45,36,69.21
71,22,34,16,71,25,24,78.43
36,8,36,34,19,35,36,44.29
62,13,48,62,44,55,55,74.97
60,8,54,41,39,60,57,72.93
62,6,44,24,31,54,62,73.46
51,5,37,49,31,51,43,61.91
67,6,49,67,31,54,33,78.89
106,6,45,106,22,55,32,117.64
144,7,47,144,44,62,102,164.29
70,14,50,21,53,70,44,81.89
74,8,74,55,42,63,41,87.94
76,10,71,33,52,74,76,92.45
80,7,39,21,67,80,54,94.02
69,6,44,36,37,69,42,79.22
42,5,42,24,26,36,30,49.95
42,5,42,33,31,38,39,51.08
54,6,49,54,31,48,53,66.04
91,13,71,91,49,56,68,107.28
93,11,54,37,57,93,93,111.73
76,10,50,30,36,76,54,88.02
93,16,93,46,37,68,53,107.67
100,16,100,60,47,71,49,115.73
100,11,100,20,31,70,62,114.73
101,10,101,86,59,85,60,120.63
79,17,27,16,79,54,54,90.84
54,16,31,31,12,54,35,61.86
66,13,29,16,24,54,66,76.48
96,14,35,96,28,59,35,108
71,7,36,71,16,47,40,81.16
50,10,29,44,28,46,50,60.34
56,7,31,23,19,56,40,64.46
54,15,47,23,34,54,49,64.99
94,10,50,31,41,69,94,108.39
78,9,28,21,28,78,48,87.67
52,8,22,37,14,52,30,59.85
52,9,27,52,15,36,27,59.68
100,9,25,21,27,47,100,109.41
65,8,31,57,22,43,65,76.84
84,10,44,52,24,44,84,95.46
52,8,39,29,27,52,42,61.45
63,13,44,30,43,63,61,75.94
90,14,90,57,50,80,61,107.33
111,15,87,33,53,111,50,128.51
92,13,67,23,43,92,58,106.4
87,11,87,19,51,81,60,103.66
113,11,105,75,60,113,74,135.29
117,22,84,65,53,117,108,139.98
95,34,61,59,46,86,95,113.39
95,15,93,95,56,79,63,115.43
69,14,46,21,25,69,63,81.81
77,11,32,21,42,61,77,89.42
69,6,22,64,59,69,43,82.91
67,7,25,56,51,60,67,80.39
65,6,29,55,39,41,65,76.72
47,6,37,47,19,40,36,56.01
56,10,37,33,29,56,47,66.24
59,14,42,47,20,59,41,69.51
101,10,43,29,37,101,42,110.97
63,9,31,24,30,63,42,72.02
71,10,24,50,21,51,71,82.15
101,16,31,51,42,54,101,113.27
58,22,39,27,50,58,49,69.49
72,16,50,37,44,72,65,86.03
71,19,71,16,31,71,54,85.51
104,10,33,17,46,59,104,116.25
96,11,30,96,23,37,43,105.47
54,13,17,11,31,54,54,64.36
97,7,31,19,39,40,97,106.02
63,7,31,17,20,40,63,71.36
55,13,36,19,14,55,42,63.89
55,15,35,27,19,55,37,63.37
78,8,27,31,37,53,78,89.04
60,7,31,36,22,33,60,68.18
41,8,34,37,23,39,41,49.92
50,9,31,24,30,50,40,58.72
76,9,31,9,26,51,76,85.99
40,8,26,13,13,40,26,45.8
59,5,31,59,31,32,23,66.48
53,5,22,43,43,53,40,62.89
100,6,24,100,42,50,48,111.28
106,13,26,106,37,51,91,123.59
87,15,37,52,47,55,87,99.68
90,16,50,34,66,90,84,107.74
95,14,28,41,26,95,40,104.37
83,9,44,19,34,83,44,92.95
106,9,47,37,55,83,106,122.97
106,9,44,27,57,77,106,121.91
88,9,44,26,52,70,88,102.59
82,7,31,26,32,82,54,92.91
36,8,15,16,25,29,36,42.3
41,7,15,41,10,37,19,48.07
47,5,28,47,11,33,23,54.08
102,15,25,102,24,56,60,114.93
86,25,17,20,40,86,67,99.12
90,8,12,19,34,90,72,103.2
62,8,20,16,28,62,55,72.45
73,10,19,7,26,70,73,85.45
60,6,19,60,32,42,29,68.92
46,5,25,46,12,44,30,54.89
82,6,26,44,82,74,57,97.41
65,11,30,34,57,55,65,77.69
58,10,22,30,53,49,58,69.54
106,6,29,14,106,69,81,122.52
99,8,25,99,53,54,68,113.54
53,10,19,17,25,53,38,60.77
75,8,23,27,23,75,31,82
71,6,21,43,33,71,51,81.94
79,8,22,79,52,59,57,92.26
76,20,21,44,40,76,69,89.97
134,26,20,134,35,84,66,151.32
119,11,24,119,17,43,45,128.83
71,14,22,65,26,71,43,84
67,14,26,20,21,67,30,73.76
56,15,25,56,26,52,45,67.22
54,11,23,24,22,54,45,62.96
60,15,19,33,22,50,60,70.12
73,14,20,40,19,48,73,83.12
103,14,24,103,30,53,66,116.77
62,14,26,62,54,55,30,74.21
56,14,27,56,20,36,37,64.43
76,17,19,23,32,76,52,86.41
64,18,25,16,23,48,64,73.43
70,18,23,20,18,40,70,78.09
68,17,19,43,27,68,56,79.64
56,16,24,43,41,54,56,67.71
62,15,23,62,16,54,32,72.63
58,15,25,20,15,58,17,63.54
45,15,25,33,21,45,44,54.32
60,20,20,14,33,60,48,69.79
112,18,22,44,19,112,62,124.5
113,23,22,31,40,113,72,127.1
55,22,28,26,15,55,43,63.96
55,20,28,29,31,55,41,64.04
52,16,34,46,45,52,19,62.37
71,9,27,71,20,55,66,84.68
62,15,19,24,19,62,46,71.01
53,15,27,49,7,53,36,63.06
95,13,31,95,19,74,45,109.48
80,14,19,14,28,80,34,87.3
45,11,24,44,13,45,34,54.15
57,13,29,30,14,57,43,65.94
61,14,28,61,19,44,47,71.33
81,9,31,44,21,42,81,90.83
82,16,30,21,29,46,82,91.56
78,13,21,24,34,78,42,87.03
67,18,25,67,32,54,61,80.17
67,22,28,19,28,67,42,75.89
78,15,28,62,32,78,32,90.25
106,17,24,106,27,40,79,121.04
70,18,19,20,23,70,46,79.01
93,18,19,50,30,93,41,103.71
102,16,20,102,30,74,80,118.86
76,20,19,17,28,76,53,86.3
57,18,27,34,14,57,35,64.99
62,16,28,34,15,62,44,71.33
92,25,24,20,26,92,78,106.18
76,17,31,44,34,76,55,87.92
62,22,27,62,30,57,56,74.71
118,15,25,118,19,56,74,132.93
107,16,27,107,25,86,69,124.55
80,9,22,80,21,54,36,90.85
71,6,27,56,27,71,41,82.59
107,15,28,20,43,96,107,124.66
96,16,27,96,21,56,68,110.12
90,15,26,39,31,90,63,102.69
114,13,29,40,43,114,90,131.16
96,13,31,96,42,81,47,112.09
108,11,33,108,21,45,39,117.89
83,11,34,70,29,83,44,97.07
89,27,31,62,46,72,89,104.71
80,16,25,14,32,80,70,93.06
75,15,36,49,26,75,74,89.94
64,10,36,46,29,64,63,77.15
89,11,36,89,21,59,69,103.55
103,11,32,103,39,85,50,119.78
134,10,33,134,17,39,43,143.5
55,10,36,55,19,47,50,66.05
83,14,35,39,56,83,65,97.17
67,14,31,36,40,60,67,79.48
88,14,31,23,29,88,69,101.08
99,15,36,26,49,99,70,113.34
86,10,32,60,28,86,28,97.82
105,15,31,55,26,105,52,117.14
116,16,29,17,34,116,46,125.68
63,10,31,17,19,50,63,72.87
55,13,26,50,17,55,40,65.49
104,11,31,104,26,55,61,117.15
63,14,27,29,15,63,43,71.88
67,13,31,13,14,67,43,75.67
62,15,31,19,18,62,41,70.59
60,15,33,41,24,60,53,71.29
74,14,25,14,20,74,50,83.57
67,17,31,20,20,67,48,76.72
64,14,32,59,44,64,42,76.67
58,14,27,41,28,58,44,67.89
66,14,32,30,29,66,37,74.47
57,13,36,43,19,57,42,66.78
55,18,33,49,19,55,54,66.77
81,15,28,19,33,81,50,91.24
78,17,37,30,29,78,52,89
98,18,22,13,26,98,51,107.88
45,15,34,11,22,45,37,53.1
44,15,33,44,14,32,30,51.59
62,14,34,11,62,37,30,70.24
102,15,38,102,30,68,40,115.71
49,15,37,14,20,49,44,58.29
65,10,30,21,31,65,42,73.97
83,11,47,19,35,83,44,93.44
86,15,42,46,37,86,78,101.73
91,15,39,11,20,91,42,100.06
53,15,39,51,17,53,34,63.77
60,16,40,46,14,60,42,70.26
77,13,31,47,13,77,43,87.21
53,10,34,34,20,53,44,62.48
52,15,35,24,24,52,47,61.91
70,17,38,26,21,64,70,82.61
95,20,43,34,49,95,61,108.34
104,25,45,46,29,104,68,118.23
82,18,47,65,53,82,70,97.93
76,18,67,16,52,76,63,90.76
82,23,43,44,35,67,82,96.04
48,15,41,19,25,39,48,57.13
63,16,40,27,34,63,46,73.28
71,15,49,34,30,71,56,83.28
85,15,51,51,31,85,54,97.44
76,14,41,16,33,76,30,84.86
62,13,47,37,35,62,46,72.92
46,11,28,30,18,46,39,54.38
57,15,42,54,30,54,57,69.39
59,16,36,10,31,59,43,68.29
46,23,34,27,18,46,15,53.42
52,18,35,43,20,52,32,61.42
55,17,41,37,16,44,55,64.89
62,15,36,55,13,62,43,73.55
54,11,45,9,49,54,43,64.77
62,19,49,11,31,58,62,74.26
53,15,46,16,18,50,53,63.63
100,19,40,100,14,35,48,110.42
39,16,39,21,12,29,13,45.1
48,14,47,6,13,37,48,57.5
61,13,46,61,44,56,45,73.61
61,14,51,61,25,55,52,73.51
93,15,50,30,35,62,93,106.25
67,11,45,67,46,43,33,77.78
44,17,44,16,18,29,31,50.96
48,18,48,19,14,45,47,58.18
48,15,41,14,26,48,31,56.66
52,20,47,10,17,52,35,61.64
57,18,48,40,23,43,57,67.79
61,19,54,20,33,60,61,73.95
83,16,80,27,53,71,83,100.31
89,22,80,21,55,89,72,106.35
97,14,49,9,43,97,56,109.08
35,13,35,26,16,33,34,42.72
52,13,38,37,20,52,42,61.47
60,7,48,60,21,53,42,71.68
51,9,51,41,22,45,46,61.5
71,9,71,20,41,63,51,84.31
57,9,39,31,23,57,28,65.51
49,11,49,11,25,49,37,59.03
56,8,48,16,24,56,48,66.48
37,18,37,21,12,35,25,44.4
74,13,30,23,21,74,24,80.71
65,11,31,34,19,65,45,74.56
68,10,39,66,16,68,47,81.45
112,10,67,112,17,53,57,126.4
127,13,97,127,25,64,67,146.81
74,11,74,34,35,65,55,87.99
77,11,77,50,45,66,60,91.91
80,11,50,23,44,80,70,94.45
61,8,47,24,33,61,49,71.92
106,9,45,31,27,60,106,118.5
41,8,35,41,18,37,32,49.38
42,13,41,40,19,42,29,51.24
106,14,42,106,21,43,54,117.65
54,11,51,17,54,50,48,65.56
57,8,37,7,23,57,29,64.69
71,8,37,71,44,40,42,81.32
55,10,44,14,24,55,45,64.81
53,9,42,21,15,53,40,62.11
47,8,44,47,15,36,47,57.35
48,9,48,16,33,37,46,57.82
90,8,90,13,39,52,37,100.83
112,9,112,17,57,62,40,125.38
115,8,115,19,42,57,54,127.55
111,10,61,111,40,57,41,124.72
123,10,97,123,45,77,41,143.22
97,9,64,44,23,97,34,110.03
50,9,44,13,29,50,34,59.23
63,13,41,26,38,63,56,74.86
62,16,32,10,27,61,62,73.71
53,11,31,13,19,53,38,61
50,13,48,34,28,50,46,60.87
61,14,61,17,36,61,52,73.95
64,13,64,44,42,58,50,77.05
61,13,51,20,25,56,61,72.98
56,16,47,56,19,54,42,67.83
82,14,41,82,16,47,39,92.34
55,13,50,46,22,33,55,66.03
67,11,67,30,49,58,57,80.24
80,11,80,52,50,62,53,94.1
71,7,71,16,27,70,49,84.88
77,8,45,27,32,77,41,87.06
52,7,38,30,19,52,29,60.23
111,7,45,111,17,55,57,123.61
66,8,39,23,28,66,42,75.35
64,9,47,64,40,54,49,76.38
54,8,54,40,17,54,49,65.77
80,8,71,80,22,53,50,94.82
100,14,100,40,31,60,47,112.91
87,6,87,11,35,76,40,101.38
101,8,101,11,29,89,50,117.73
87,10,87,19,48,81,69,104.04
53,9,42,16,24,53,34,61.89
80,8,80,70,38,61,57,95.53
83,11,80,19,31,83,44,98.31
119,9,119,21,34,62,85,136.04
169,14,169,39,55,89,62,187.47
136,13,136,31,59,78,74,153.33
202,13,202,40,42,69,57,216.97
87,8,87,40,30,62,46,100.08
122,7,122,33,32,54,38,133.37
109,6,43,109,65,59,32,123.26
131,6,34,131,51,59,45,144.04
38,7,22,14,31,38,35,45.59
35,9,14,11,15,35,35,41.59
47,9,31,27,23,47,37,55.19
60,8,39,23,25,60,31,68.44
112,10,40,9,44,112,36,121.61
114,13,71,52,52,114,47,129.36
71,15,71,26,42,69,54,85.56
53,9,38,29,30,53,42,62.47
43,9,34,41,18,43,37,52.13
67,10,67,23,23,60,47,79.37
84,11,44,20,50,84,51,95.54
66,13,50,16,25,66,43,76.6
63,8,45,40,21,63,42,73.15
46,9,44,17,22,46,41,55.52
51,9,49,23,36,51,42,61.72
63,7,44,50,28,63,33,73.99
56,6,38,56,37,55,30,67.55
43,6,29,21,31,43,32,50.41
47,7,29,24,17,47,23,53.42
61,10,39,19,18,61,33,69.34
60,11,54,23,31,60,39,71.24
74,17,74,17,37,69,52,88.2
75,10,71,49,39,75,43,89.84
101,11,67,39,37,101,58,115.58
60,13,49,43,46,60,42,71.48
50,8,39,30,15,50,22,58.17
44,7,43,29,16,44,30,52.92
49,8,44,31,31,49,35,58.67
64,8,64,24,27,52,52,75.5
52,11,44,23,26,43,52,61.84
60,13,46,33,44,60,50,71.47
52,9,44,47,23,52,42,62.64
52,10,41,16,22,52,34,60.71
41,8,41,34,14,37,22,49.05
55,8,49,14,37,55,40,65.45
72,16,64,21,41,72,53,85.65
47,19,44,47,33,47,35,57.8
54,11,46,40,40,54,42,64.71
56,11,43,9,35,56,42,65.56
80,9,42,10,31,80,40,89.21
77,8,44,7,28,77,24,85.71
64,6,64,36,24,54,51,75.91
55,13,40,43,31,55,43,65.15
58,15,43,17,20,58,31,66.89
77,14,74,40,52,77,57,92.93
100,13,100,14,60,81,56,116.68
115,11,115,29,51,83,43,131.55
73,8,44,11,33,73,32,82.19
57,9,47,26,22,54,57,68.5
