Overall AQI Value,Ozone,PM25,NO2
57,49,57,17
41,41,25,38
42,42,33,37
55,44,33,55
65,43,38,65
61,32,61,29
49,49,41,46
100,100,54,58
74,74,55,35
71,71,60,40
71,44,71,30
89,80,89,48
122,122,59,47
61,61,49,38
51,36,51,24
38,21,38,18
41,39,41,28
46,33,46,22
43,43,28,26
51,49,40,32
66,46,66,50
61,46,61,43
50,42,50,16
55,44,40,25
40,39,38,18
45,45,27,40
58,58,45,43
49,49,37,31
97,97,46,55
75,67,75,45
47,47,41,37
47,47,45,26
45,45,39,37
80,80,55,42
60,48,54,44
37,31,37,23
26,26,25,15
39,39,33,37
61,61,48,40
84,84,56,54
90,90,64,49
52,48,52,18
48,48,46,34
59,43,59,35
64,64,54,33
105,105,71,42
100,100,61,36
83,48,83,42
56,41,56,28
62,54,62,34
51,43,51,36
55,37,55,36
45,40,45,23
59,36,59,39
62,47,62,34
46,39,46,27
61,43,61,37
67,67,54,34
74,35,74,37
77,77,55,37
60,49,60,45
64,64,61,37
79,49,79,34
58,47,58,28
68,50,68,37
73,50,73,43
64,64,61,39
48,36,48,26
54,45,54,23
67,67,58,41
134,90,134,54
183,115,183,61
80,43,80,34
58,35,58,22
49,35,49,20
66,46,66,46
133,133,76,54
84,84,77,48
72,67,72,29
52,48,52,31
50,44,50,29
51,42,51,13
72,42,72,32
84,84,59,42
71,71,62,28
52,44,52,37
49,46,49,34
45,45,44,44
61,61,48,43
156,156,63,53
93,93,68,58
126,126,71,28
66,44,66,23
93,93,64,28
105,105,68,38
57,50,57,23
58,51,58,26
59,51,56,26
58,58,54,32
67,67,60,12
51,51,47,33
87,87,49,37
64,64,55,46
71,71,55,27
56,49,56,32
54,48,54,28
71,47,71,25
63,45,63,32
53,36,53,32
48,45,48,32
53,47,53,32
55,49,55,28
105,105,54,33
71,71,62,25
64,64,62,28
90,90,50,31
43,34,43,21
47,37,47,29
48,48,47,27
58,58,54,25
55,34,55,21
41,35,41,20
42,39,42,21
49,32,49,26
66,43,66,35
67,41,67,34
73,44,73,26
88,51,88,27
82,61,82,57
79,74,79,32
115,115,79,36
63,61,63,28
71,71,60,26
66,54,66,27
105,105,68,22
100,100,67,29
66,38,66,25
48,38,48,29
51,32,51,34
35,33,35,26
36,36,32,25
43,42,43,29
48,48,36,26
67,67,47,30
80,80,47,42
59,51,59,32
56,38,56,33
41,38,41,28
56,42,56,27
43,43,41,30
64,64,53,42
93,93,52,40
71,71,60,36
74,74,58,36
55,50,55,32
49,29,49,27
52,31,52,38
42,38,41,32
35,31,35,18
31,31,26,12
34,30,34,13
37,25,37,10
36,19,36,8
54,22,54,19
52,31,52,27
55,37,55,33
52,42,52,40
43,33,35,27
47,38,47,34
47,47,38,20
58,37,51,34
49,28,48,38
43,31,43,43
53,38,49,37
37,31,37,35
45,33,45,38
60,38,60,43
96,48,43,26
70,46,60,49
63,47,63,38
43,33,43,25
45,26,45,24
43,23,43,24
43,32,43,29
54,38,54,38
48,31,48,30
29,24,29,22
57,22,23,25
48,26,38,43
49,21,49,21
39,31,39,33
45,34,45,43
62,27,62,49
164,34,164,46
59,30,59,22
45,23,45,21
47,28,47,30
80,32,80,43
75,32,75,53
80,36,80,54
67,35,67,40
48,23,48,19
54,29,34,37
50,30,50,36
44,36,44,39
44,29,44,32
51,29,51,24
49,31,49,33
36,31,36,23
41,31,24,41
33,33,33,33
50,29,50,33
49,28,47,49
82,26,79,82
62,33,62,39
52,30,52,17
43,34,43,11
38,34,38,26
55,31,55,34
53,26,53,25
40,26,40,36
44,25,44,35
53,19,53,30
56,20,56,35
59,19,59,32
71,18,71,30
75,21,75,31
64,22,64,29
55,19,55,36
62,31,37,26
45,24,45,36
84,17,84,27
54,34,54,23
38,38,35,23
36,24,36,22
43,23,43,26
44,28,44,29
38,30,27,38
28,24,27,28
42,29,42,25
47,25,47,29
53,17,53,25
54,30,54,25
30,27,30,28
43,29,43,25
52,27,52,25
31,31,25,10
31,31,29,24
33,29,32,33
42,31,42,39
50,32,50,32
43,34,43,27
34,34,30,32
47,33,47,26
34,34,22,34
39,23,39,39
48,20,48,39
61,21,61,39
58,20,58,38
47,26,47,23
37,33,35,17
40,30,40,37
67,30,67,28
58,24,52,58
57,37,57,42
61,35,61,35
57,33,57,30
42,31,39,42
51,31,35,51
63,27,58,63
61,25,61,39
77,29,77,46
65,29,65,47
52,31,52,38
65,29,65,36
62,27,62,34
37,32,37,24
36,33,32,36
39,31,36,39
48,28,25,48
46,22,46,29
67,25,67,30
68,26,68,42
69,28,69,35
35,31,31,35
37,33,33,37
56,30,56,42
62,32,62,40
40,32,40,33
40,28,40,30
61,32,61,37
55,33,55,54
73,36,42,73
69,40,54,58
68,37,41,68
41,34,36,41
86,27,86,39
71,27,71,43
59,35,59,42
58,31,58,41
57,41,41,21
33,30,33,33
40,30,40,19
53,31,47,53
69,35,69,40
62,35,62,28
39,35,28,39
41,34,34,41
64,35,64,26
66,45,66,22
39,39,25,32
37,37,32,37
75,38,75,46
59,36,59,32
78,42,78,48
71,34,71,36
68,31,68,23
75,38,75,35
87,44,87,25
54,29,54,36
59,24,59,21
40,31,40,38
81,32,81,38
70,44,70,40
70,35,70,40
76,38,76,37
41,41,31,25
40,40,23,29
35,35,29,25
43,37,43,20
43,42,30,43
48,40,37,48
78,43,78,46
68,32,68,25
47,36,47,42
42,42,41,42
60,39,60,45
54,40,54,40
46,39,46,42
57,42,57,49
37,36,36,37
45,38,45,29
36,36,22,33
40,40,30,32
48,48,34,40
42,42,38,25
44,44,31,42
62,29,62,34
44,38,34,44
41,39,40,41
41,41,23,26
45,35,45,29
43,41,43,28
58,41,33,58
46,45,41,46
49,49,48,42
69,67,69,42
108,108,59,52
119,119,59,49
126,126,71,79
57,41,57,28
217,80,217,96
64,47,64,42
52,33,52,43
54,41,54,28
61,61,58,36
77,77,54,32
50,40,50,16
57,42,57,24
61,41,61,35
59,44,59,28
57,41,57,20
49,41,49,25
42,41,31,42
61,45,61,38
41,41,28,25
73,38,28,73
64,64,57,49
55,40,35,40
56,44,56,36
59,43,59,31
67,45,67,31
64,44,64,38
50,37,50,42
43,39,34,43
37,37,31,20
49,41,29,49
52,47,30,52
38,38,30,32
54,47,54,43
64,64,45,58
80,80,53,49
80,80,67,60
80,80,57,55
115,115,54,61
151,151,58,51
112,112,53,42
87,87,47,44
50,44,50,31
51,51,47,25
61,61,44,23
87,87,44,30
61,61,47,34
67,67,55,43
80,80,37,37
108,108,51,51
57,44,57,51
44,44,36,28
67,67,36,47
33,33,28,30
47,47,36,30
58,45,51,58
112,112,61,48
150,150,59,34
43,43,30,20
129,129,47,83
112,112,58,40
133,133,50,41
47,42,45,25
63,54,63,37
112,112,54,37
143,143,60,50
90,90,63,55
84,84,37,45
86,74,49,86
64,64,59,27
151,151,52,27
122,122,58,38
77,77,54,30
67,67,39,34
59,37,31,22
90,84,51,90
67,67,42,50
55,41,34,29
53,44,53,33
71,71,65,37
87,87,86,21
108,108,73,30
80,80,51,45
71,71,55,46
55,49,55,39
43,43,36,19
48,46,48,21
97,97,53,30
61,61,58,34
54,44,54,36
44,43,44,26
39,29,39,20
58,58,43,25
56,44,56,18
67,67,54,46
108,108,60,50
133,133,57,41
56,51,56,32
115,115,48,33
80,80,49,25
56,44,56,27
71,71,46,32
112,112,63,41
169,169,65,50
67,67,62,53
53,49,53,26
49,43,49,13
52,50,52,22
74,74,54,24
97,97,54,36
136,136,58,40
161,161,63,60
93,93,49,27
43,43,40,25
42,42,39,25
64,64,40,28
90,90,53,46
150,150,68,42
74,51,74,45
43,43,38,30
36,36,34,17
61,61,43,25
49,43,49,27
51,51,48,33
61,61,47,60
105,105,51,31
49,49,42,30
33,33,32,30
28,26,28,18
51,51,36,19
54,54,44,12
49,38,49,19
46,46,38,23
46,46,43,24
45,44,45,28
47,44,47,19
64,64,52,23
56,50,49,56
34,34,31,20
27,27,26,15
36,33,36,20
45,45,38,22
47,47,45,23
52,48,52,18
54,47,54,22
52,39,51,16
41,31,33,31
47,35,47,34
48,34,48,25
43,43,35,25
45,44,37,29
77,77,44,25
33,33,33,18
44,44,37,25
53,50,45,21
42,42,36,30
54,48,54,35
62,61,47,36
71,71,35,32
56,41,56,34
84,84,62,57
63,51,63,42
64,44,64,14
51,48,51,17
37,37,31,22
43,39,34,30
39,39,28,17
37,37,31,12
35,25,35,12
34,27,34,21
38,30,38,17
38,31,38,22
47,47,43,29
53,50,53,47
67,38,67,32
53,35,53,31
34,34,33,29
63,37,63,27
42,42,37,36
49,48,38,35
53,35,53,28
27,27,23,26
44,36,37,33
47,35,47,14
53,33,53,19
46,42,42,17
48,38,48,36
39,32,39,35
53,25,34,25
26,26,23,25
39,33,39,25
46,44,46,30
52,31,30,41
44,33,44,32
40,31,40,24
32,28,32,25
48,31,48,22
56,43,56,22
33,27,33,20
31,31,31,24
72,48,57,72
83,28,83,38
45,28,45,36
42,32,33,42
57,42,57,34
59,46,58,39
63,44,63,46
89,42,50,32
59,35,28,35
43,40,33,28
101,44,28,42
46,39,46,39
42,41,42,18
81,43,81,39
84,38,84,39
71,37,71,39
58,48,58,25
46,41,46,19
41,32,41,25
37,34,35,37
46,31,46,42
42,33,39,42
59,31,59,23
49,31,49,13
46,27,46,19
43,30,43,20
57,32,57,14
35,32,35,16
32,27,32,25
27,18,27,21
30,19,23,12
31,29,31,21
48,31,48,26
65,19,65,29
55,29,55,25
64,19,64,56
41,23,24,13
34,25,34,15
39,31,39,27
42,24,42,24
56,30,56,25
67,23,67,34
62,31,62,37
53,35,53,31
44,32,44,32
51,26,51,33
62,31,62,34
52,32,52,31
53,31,53,33
53,31,53,27
66,31,66,31
77,35,56,35
61,23,61,35
66,31,66,30
63,32,63,23
44,44,38,16
29,28,29,29
57,31,45,57
35,35,31,21
81,33,38,36
39,32,39,26
62,29,62,36
74,26,74,33
60,30,60,29
35,35,27,32
46,32,46,34
58,31,58,36
54,33,54,37
36,32,33,36
58,29,58,30
52,31,52,29
62,28,62,34
43,34,43,35
46,36,46,33
87,25,87,42
102,25,102,42
81,24,81,39
46,31,46,25
54,34,54,36
76,19,76,27
68,22,68,26
58,41,58,40
60,24,60,23
45,19,45,25
51,32,51,29
55,15,55,35
44,21,44,23
40,30,40,25
73,33,73,21
54,34,54,25
38,31,32,38
38,31,38,21
52,34,52,32
56,33,56,28
57,37,57,38
39,31,36,39
60,29,60,41
80,25,80,35
58,31,58,27
33,33,33,25
43,37,43,31
51,30,51,29
68,31,68,36
81,44,65,29
57,40,38,37
44,44,39,26
47,42,25,47
41,37,41,36
63,39,63,52
57,43,57,52
81,44,81,52
82,46,82,49
61,38,61,42
70,38,70,33
53,31,53,24
55,31,55,25
42,34,42,21
43,43,41,27
77,40,56,77
57,29,57,25
36,36,36,30
40,40,39,27
42,42,38,39
52,38,52,21
48,42,48,20
54,35,54,23
49,44,49,25
46,44,33,24
42,42,30,36
53,39,32,31
39,39,32,23
45,41,45,40
53,41,53,22
44,41,39,36
54,43,54,39
54,45,54,49
65,31,65,39
42,28,42,32
54,37,48,54
63,36,63,29
43,43,37,42
44,44,34,36
56,38,56,38
54,49,54,26
55,31,55,26
53,32,53,27
48,31,48,27
35,35,33,24
43,39,38,36
45,36,45,24
45,45,31,20
46,46,36,45
51,43,51,47
55,37,55,39
46,46,38,44
45,45,38,40
41,41,20,26
48,48,23,43
51,51,32,41
67,67,50,14
48,48,44,33
31,28,31,24
43,43,40,32
52,41,52,32
49,47,49,40
67,67,53,22
49,49,39,33
52,48,31,48
67,67,38,38
44,36,44,30
45,34,45,36
44,44,26,26
51,44,39,51
69,64,57,69
84,84,45,53
74,74,54,31
61,61,53,37
39,39,31,31
58,42,58,38
47,47,29,11
44,44,40,22
40,40,38,38
46,40,23,37
45,45,30,39
53,50,53,25
45,45,30,25
48,45,25,29
51,51,25,46
46,46,25,38
46,46,43,43
71,71,63,45
90,90,52,33
80,80,54,43
80,80,65,39
52,48,52,31
77,77,53,42
112,112,61,31
96,77,65,19
71,71,45,24
51,40,51,14
49,37,49,25
39,39,37,24
93,93,28,20
48,48,38,38
48,48,47,23
51,51,46,42
57,48,57,42
90,90,49,35
61,58,61,36
54,54,40,28
44,44,31,33
46,46,32,38
71,71,40,45
147,147,56,54
143,143,68,58
108,108,58,27
67,67,56,41
41,41,36,18
42,41,37,33
87,87,62,52
136,136,55,28
105,105,62,37
100,100,58,10
105,105,60,31
126,126,62,36
64,64,61,28
150,150,52,52
97,97,34,23
67,67,52,25
45,45,38,25
44,44,30,28
48,48,34,26
90,90,52,35
55,54,55,38
64,64,34,28
40,40,33,25
32,32,20,18
39,37,23,20
46,46,39,28
54,54,45,33
54,54,48,49
90,90,61,39
61,61,45,29
64,64,46,30
58,58,53,47
106,100,106,29
105,105,82,42
133,133,58,45
71,71,55,29
41,41,40,32
58,58,38,30
97,97,45,37
93,93,59,42
60,49,60,34
48,44,48,31
37,31,37,23
49,49,46,30
40,37,40,21
54,54,48,24
177,177,61,49
108,108,53,34
112,112,54,31
90,90,58,35
90,90,45,24
105,105,55,39
44,44,36,16
64,64,43,26
119,119,58,30
71,71,59,24
64,42,36,12
37,37,29,16
58,50,58,29
105,105,55,57
133,133,62,46
93,93,60,41
51,48,51,27
28,28,28,28
42,42,39,33
49,39,49,32
44,43,44,33
55,54,55,42
54,50,54,41
67,67,54,42
44,44,36,26
41,41,40,20
52,49,52,28
93,93,53,42
71,71,52,33
80,80,54,34
36,36,34,27
45,45,36,32
90,90,56,33
93,93,63,31
51,51,51,29
42,42,40,28
42,40,42,32
38,37,38,33
46,46,41,32
67,67,59,34
55,50,55,22
80,80,58,44
61,51,61,42
64,64,63,45
64,38,64,16
38,38,38,30
50,46,50,33
57,48,57,28
62,41,62,29
56,33,56,23
32,20,26,24
35,35,30,33
37,37,35,35
40,40,35,24
43,39,43,32
49,40,49,34
64,64,47,38
77,51,77,42
86,58,58,86
71,71,52,36
90,90,59,23
77,77,55,18
43,43,36,23
54,47,54,31
61,58,61,27
97,97,64,46
133,133,66,43
115,115,64,42
136,136,60,47
112,112,57,48
87,87,57,42
46,39,25,46
42,39,33,42
62,33,31,28
37,37,26,27
44,44,32,27
64,64,42,27
47,34,47,23
52,35,52,34
35,32,35,26
52,34,52,25
48,42,48,20
44,44,34,36
74,46,48,44
57,32,57,13
37,37,28,17
40,33,40,23
45,38,45,29
50,33,50,30
34,30,34,27
40,32,31,40
42,42,26,32
47,47,38,34
47,41,41,47
67,61,67,42
51,44,51,20
41,41,40,18
41,41,28,33
25,23,24,25
40,29,40,35
42,32,42,31
28,24,28,21
28,28,20,17
35,35,29,34
33,27,33,18
29,28,28,29
46,21,46,31
54,16,54,25
44,28,44,22
53,22,53,19
62,18,62,24
42,27,42,26
38,31,38,38
57,31,57,44
44,33,44,40
42,31,37,42
45,23,45,30
70,15,70,39
81,22,81,37
64,28,64,33
58,20,58,26
28,21,28,25
50,17,50,25
47,25,47,24
43,29,43,25
30,30,29,27
42,25,42,33
37,27,34,37
55,26,55,36
55,28,55,33
40,32,40,35
49,29,49,37
167,30,167,79
60,34,59,39
60,29,36,37
51,30,51,34
53,29,53,50
72,29,72,41
85,32,85,62
55,34,55,29
49,31,38,22
32,31,25,32
33,28,33,25
51,27,28,37
56,29,40,26
34,22,34,25
59,30,59,34
60,31,44,34
49,31,47,29
50,31,38,41
44,29,44,37
51,28,51,39
77,29,77,44
61,19,61,28
61,30,48,34
32,32,31,31
68,30,68,31
75,23,75,25
57,27,57,24
60,30,60,30
34,34,25,16
38,34,38,38
63,29,63,42
60,26,60,50
68,29,68,38
62,34,62,37
50,31,50,38
47,30,47,38
59,31,59,36
59,31,59,31
53,33,53,42
63,32,61,63
65,31,65,43
58,28,58,31
74,27,74,24
89,16,89,30
53,27,53,27
32,24,32,30
58,38,30,18
36,31,36,34
61,29,61,44
56,29,56,30
61,32,55,61
62,29,62,42
61,28,61,29
55,31,55,27
60,25,60,35
68,22,68,28
38,31,38,33
53,32,53,23
41,29,41,31
59,24,59,32
40,38,40,30
49,33,49,33
52,32,52,44
31,31,25,27
40,32,39,40
48,24,48,24
44,32,40,23
32,32,27,24
52,28,52,19
61,39,39,61
45,36,45,35
66,35,66,53
71,39,71,47
80,41,80,43
69,40,69,54
53,38,53,38
52,44,52,44
64,42,64,62
86,43,86,84
87,37,87,32
75,38,75,46
62,42,62,36
58,32,58,39
59,36,59,39
43,25,43,29
36,30,36,26
41,41,37,21
48,40,48,27
53,27,53,27
53,32,53,27
47,47,40,20
58,44,39,58
47,47,27,34
52,43,52,36
42,40,37,42
76,44,38,76
82,43,45,82
43,43,32,33
37,37,24,23
60,36,60,30
42,42,20,22
51,42,44,35
51,45,51,43
53,48,40,53
50,46,38,50
54,48,54,47
60,44,30,60
77,44,41,77
54,49,52,54
43,43,34,25
58,44,58,51
68,49,68,61
53,45,53,49
74,42,27,12
44,44,33,37
49,48,49,49
67,46,31,67
50,44,29,16
46,46,27,21
161,42,161,33
60,31,60,30
59,39,59,40
68,39,68,53
50,46,40,50
44,39,36,44
43,43,24,24
58,45,58,38
43,42,43,28
43,43,36,25
52,43,52,42
48,48,46,38
44,42,37,44
52,50,52,47
60,51,60,45
56,49,56,42
70,46,70,45
64,64,62,41
57,46,57,34
45,45,39,9
43,43,20,25
44,44,28,25
48,48,28,30
60,45,34,60
71,71,32,57
85,61,60,62
64,54,47,58
80,80,46,31
74,74,56,33
74,74,59,36
43,43,24,35
67,67,46,51
51,51,28,36
45,45,32,36
61,61,44,47
74,74,48,46
93,93,55,31
59,58,48,41
51,42,51,41
77,77,45,42
108,108,54,35
74,74,54,50
74,74,46,47
122,122,53,51
77,77,54,34
50,50,42,19
40,38,40,18
54,43,54,18
53,41,53,37
57,51,57,37
51,51,47,30
87,87,54,52
90,90,60,58
49,49,43,32
61,41,61,35
38,33,38,26
59,30,59,30
73,43,73,39
87,87,58,48
129,129,57,61
166,166,60,48
133,133,60,62
177,177,66,63
150,150,65,63
122,122,77,34
64,64,55,29
97,97,48,35
59,50,59,39
46,46,44,10
44,44,37,24
115,71,115,36
44,44,32,23
53,51,49,53
126,126,105,41
52,46,52,30
67,67,56,42
65,44,65,27
58,46,58,20
81,45,81,47
64,64,61,49
97,97,54,50
129,129,56,43
108,108,62,21
60,50,60,14
54,45,54,21
55,34,55,23
54,42,54,16
56,45,56,19
54,43,54,17
71,71,52,20
49,49,49,33
56,45,56,30
50,47,50,28
74,74,54,48
112,112,73,48
119,119,59,38
77,77,63,16
70,44,70,11
90,90,40,37
129,129,66,30
83,74,83,25
56,49,56,29
48,48,42,13
74,74,53,28
112,112,55,30
151,151,56,33
90,90,57,24
143,143,54,23
93,93,60,36
154,154,66,36
84,84,54,26
151,151,64,34
74,74,56,32
44,44,37,21
45,36,45,26
93,93,51,25
56,41,56,20
46,46,38,14
56,41,56,11
70,51,70,20
74,74,62,27
77,77,43,26
44,44,33,26
41,38,41,27
47,47,47,28
58,58,56,34
87,87,48,32
64,64,57,41
58,58,56,40
80,80,58,28
105,105,60,34
129,129,60,38
67,67,55,14
58,58,51,31
54,51,54,39
71,71,52,37
80,80,68,30
55,47,55,24
63,54,63,32
70,45,70,30
101,101,71,48
105,105,80,50
74,50,74,28
67,67,63,24
84,84,55,36
64,43,64,25
72,67,72,18
67,42,67,28
66,42,66,24
59,39,59,39
61,49,61,37
62,42,62,27
84,45,84,31
81,77,81,29
80,54,80,18
60,45,60,24
52,31,52,24
48,39,48,28
67,67,62,32
59,39,59,17
55,36,55,24
56,37,56,20
71,71,58,17
57,40,57,23
48,32,48,17
45,36,45,12
35,32,35,7
36,36,31,9
43,43,36,31
71,71,53,38
67,67,55,29
55,48,55,35
90,90,72,36
80,80,67,44
57,47,57,25
77,77,63,48
56,37,56,42
43,41,43,20
64,58,64,26
48,37,48,20
38,38,38,31
62,39,62,31
51,36,51,32
46,31,46,25
35,33,35,35
52,39,33,41
34,26,33,34
67,32,67,23
49,36,49,25
56,36,56,27
45,22,45,26
54,38,49,24
49,34,28,20
54,24,54,22
50,26,50,22
36,21,36,8
58,38,58,31
55,44,55,32
41,23,41,22
32,31,23,32
39,29,25,39
41,31,41,21
57,31,57,24
53,28,53,30
51,34,23,26
45,32,34,45
71,36,42,71
47,27,33,32
53,31,34,18
30,30,28,26
51,34,34,38
37,28,37,31
45,30,45,38
44,27,40,36
60,27,60,26
66,33,66,30
48,23,48,26
48,30,48,32
54,33,54,37
60,31,60,34
39,28,39,31
33,26,33,27
47,30,47,28
41,27,41,10
32,19,32,21
33,17,28,22
23,21,23,19
49,25,49,33
50,27,50,31
33,26,30,19
53,24,53,29
52,28,52,30
38,31,38,34
53,31,53,48
69,25,69,47
60,21,60,23
50,26,50,25
47,28,47,26
62,24,62,29
45,25,45,22
46,32,46,25
59,26,59,26
65,26,65,22
54,20,54,22
66,21,66,22
40,26,40,38
45,23,45,33
57,26,57,31
73,16,73,41
90,17,90,33
65,22,65,22
30,20,30,27
31,31,21,19
35,33,32,35
42,30,42,24
46,29,46,25
53,25,53,36
66,27,66,34
90,27,90,38
87,23,87,36
101,21,101,38
75,26,75,28
85,21,85,47
90,29,90,27
65,26,65,30
62,21,62,30
39,31,38,39
64,24,58,64
60,20,60,26
74,19,74,27
36,23,36,19
54,22,54,23
46,27,46,23
48,24,48,32
67,33,67,37
93,25,93,73
47,28,47,21
33,25,33,14
40,25,40,22
46,25,46,15
52,22,52,26
116,39,52,63
118,30,52,102
99,30,52,97
75,28,52,73
79,35,52,79
173,29,52,103
178,27,52,101
173,24,52,108
119,27,52,119
128,31,52,128
128,29,52,106
135,24,52,99
214,22,52,103
105,33,52,105
110,33,52,110
64,29,52,64
55,30,52,55
69,25,52,69
57,32,52,57
79,30,52,79
86,31,52,67
57,30,52,57
68,31,52,68
102,32,52,102
78,31,52,78
80,29,52,80
93,30,52,86
57,31,52,57
58,27,52,58
101,18,52,101
46,33,52,46
63,31,52,63
48,28,52,48
48,15,52,48
74,36,52,74
76,19,52,76
103,31,52,103
147,31,52,111
151,32,52,100
67,28,52,67
54,36,52,54
68,42,52,68
68,30,52,68
69,29,52,69
106,35,52,106
106,25,52,106
89,28,52,89
49,28,52,49
49,34,52,49
42,27,52,42
42,35,52,42
46,37,52,46
61,36,52,47
58,36,52,58
59,39,52,54
45,39,52,45
55,36,52,55
52,28,52,52
54,33,52,54
57,31,52,57
68,34,52,68
77,45,52,69
82,32,52,82
47,31,52,47
69,33,52,69
101,38,52,101
74,39,52,74
103,38,52,103
95,58,52,95
72,54,52,72
44,31,52,44
42,39,52,42
54,35,52,54
64,43,52,64
73,37,52,73
74,74,52,66
74,74,52,55
101,101,52,94
107,90,52,107
161,161,52,107
136,136,52,73
58,58,52,46
48,42,52,48
50,49,52,50
48,47,52,48
58,45,52,58
85,44,52,85
62,38,52,62
56,47,52,56
78,61,52,78
77,77,52,62
63,40,52,63
44,36,52,44
53,46,52,53
77,47,52,77
93,54,52,93
83,64,52,70
140,140,52,86
90,67,52,90
57,48,52,57
52,44,52,47
54,45,52,54
53,45,52,53
80,80,52,61
115,115,52,102
86,84,52,86
64,40,52,64
40,40,52,37
45,44,52,45
62,44,52,62
49,49,52,48
71,71,52,45
85,74,52,85
115,115,52,103
143,143,52,102
140,140,52,87
119,119,52,103
169,169,52,45
204,204,52,70
95,90,52,95
174,174,52,102
177,177,52,96
101,101,52,64
64,64,52,55
185,185,52,65
215,215,52,57
156,156,52,73
97,97,52,57
84,84,52,66
93,93,52,53
179,179,52,87
243,243,52,102
219,219,52,82
156,156,52,67
93,93,52,44
38,38,52,33
33,30,52,33
44,44,52,42
49,49,52,36
90,90,52,42
74,74,52,58
64,64,52,61
45,45,52,40
56,54,52,56
58,58,52,54
53,50,52,53
80,80,52,41
54,54,52,42
74,74,52,46
71,71,52,40
74,74,52,48
97,97,52,63
219,219,52,95
247,247,52,88
200,200,52,89
192,192,52,71
185,185,52,54
185,185,52,57
169,169,52,62
228,228,52,63
215,215,52,68
174,174,52,62
159,159,52,44
101,101,52,55
172,172,52,54
172,172,52,50
192,192,52,48
192,192,52,49
161,161,52,61
209,209,52,101
133,133,52,100
77,77,52,63
97,97,52,35
87,87,52,45
159,159,52,46
80,80,52,42
44,44,52,43
41,34,52,41
42,35,52,42
64,64,52,58
161,161,52,103
219,219,52,65
150,150,52,110
187,187,52,106
105,87,52,105
236,236,52,88
228,228,52,86
219,219,52,77
190,190,52,53
133,133,52,68
122,122,52,61
73,67,52,73
133,133,52,56
143,143,52,58
154,154,52,54
166,166,52,47
164,164,52,54
129,129,52,45
90,90,52,48
166,166,52,72
187,187,52,100
212,212,52,104
177,177,52,91
140,140,52,99
133,133,52,66
203,203,52,89
187,187,52,72
101,71,52,101
147,147,52,65
166,166,52,55
115,115,52,104
151,151,52,105
219,219,52,103
212,212,52,103
202,202,52,73
108,108,52,40
122,122,52,36
50,50,52,42
108,108,52,48
164,164,52,62
203,203,52,82
218,218,52,103
242,242,52,99
229,229,52,66
215,215,52,102
221,221,52,107
225,225,52,87
122,122,52,107
147,147,52,70
140,140,52,63
154,154,52,55
115,115,52,70
115,115,52,105
166,166,52,104
203,203,52,115
187,187,52,108
187,187,52,106
202,202,52,97
93,93,52,84
143,143,52,104
207,207,52,110
220,220,52,110
215,215,52,103
154,154,52,76
119,119,52,42
100,100,52,43
129,129,52,66
126,126,52,70
74,74,52,73
101,54,52,101
101,101,52,99
67,67,52,66
103,44,52,103
103,48,52,103
96,67,52,96
97,47,52,97
40,37,52,40
74,74,52,45
74,74,52,41
61,61,52,55
89,64,52,89
101,101,52,55
103,90,52,103
150,150,52,93
133,133,52,84
108,108,52,41
73,51,52,73
80,80,52,67
79,54,52,79
54,54,52,51
81,64,52,81
119,119,52,103
169,169,52,105
126,126,52,93
55,49,52,55
69,61,52,69
108,108,52,106
113,93,52,113
192,192,52,110
222,222,52,102
117,112,52,117
111,74,52,111
113,105,52,113
125,125,52,122
109,43,52,109
105,71,52,105
87,87,52,76
93,93,52,90
106,97,52,106
136,136,52,68
126,126,52,102
126,126,52,108
53,49,52,53
67,50,52,67
82,36,52,82
72,44,52,72
91,43,52,91
101,47,52,101
46,40,52,46
42,35,52,42
48,42,52,48
56,44,52,56
73,34,52,73
47,36,52,47
58,38,52,58
99,37,52,71
185,47,52,106
50,44,52,50
70,61,52,70
63,54,52,63
98,35,52,98
93,37,52,93
101,32,52,101
98,29,52,73
99,26,52,96
130,35,52,111
131,32,52,127
120,49,52,120
102,90,52,102
60,41,52,57
61,35,52,53
69,35,52,46
72,31,52,72
103,30,52,103
81,25,52,81
50,24,52,50
42,35,52,42
73,33,52,61
103,38,52,81
109,24,52,109
107,37,52,107
97,37,52,81
116,37,52,66
69,34,52,37
57,28,52,57
90,33,52,81
76,31,52,76
90,23,52,90
104,26,52,104
98,15,52,98
44,34,52,44
72,27,52,72
85,31,52,85
69,34,52,69
41,31,52,41
45,24,52,45
46,19,52,46
81,22,52,81
102,38,52,102
123,38,52,100
94,20,52,90
180,39,52,116
135,36,52,98
81,24,52,81
106,22,52,106
73,31,52,73
47,39,52,47
73,26,52,73
68,31,52,68
65,30,52,65
63,25,52,63
42,23,52,42
52,21,52,42
51,22,52,51
84,16,52,84
89,10,52,89
59,35,59,48
77,29,77,77
76,31,75,76
63,29,63,58
84,37,84,64
114,47,114,45
84,44,84,46
63,33,63,52
71,26,71,56
89,31,89,69
94,36,94,67
72,37,63,72
77,29,77,60
82,43,82,46
65,37,65,43
63,39,63,51
80,42,80,50
91,43,91,60
93,38,93,46
56,38,56,40
72,40,72,34
67,35,67,34
67,35,67,47
59,33,59,52
57,28,57,54
60,42,60,53
67,40,67,48
44,40,44,44
60,31,60,51
81,36,81,45
94,40,94,49
104,43,104,48
66,38,66,51
46,44,44,46
